	logFC
Cyb561d2	-0.013722777393305923
Myef2	-0.013768435860604574
Cwf19l2	-0.01381429397737044
Znf512b	-0.013878764789870128
4933404O12Rik	-0.013912150653731805
Traf2	-0.014004372447536733
Tfe3	-0.014033837171366508
Tcf20	-0.014037971951864441
Msx1os	-0.014104841922973824
Ccdc57	-0.01410741003971139
A630072M18Rik	-0.014112974143983268
Cast	-0.014121830907399106
Prps1	-0.014129289060791318
Ncapd3	-0.014164770235701169
Smndc1	-0.014253078230687204
Nol12	-0.01433066636185768
Arf1	-0.014392998665245613
Tgs1	-0.014394053142586585
Ythdf2	-0.014439498033874872
Cirbp	-0.014484751507666926
Zcchc17	-0.014503202088699759
Zfp518a	-0.014576276761572998
D8Ertd738e	-0.014641249058662782
Cox7a2	-0.014700223688081462
Nae1	-0.014802557978867313
Nif3l1	-0.014806239751860016
Sall2	-0.014869986287926368
Srgap2	-0.014915059601607009
Tubb5	-0.015021140432151026
Mdh1	-0.015025359738554026
Llph	-0.015177380095773529
Igsf3	-0.015214042968978967
Rp2h	-0.015219370304146097
Pex7	-0.015337293646663053
Scamp2	-0.015509657375901296
Tstd2	-0.015646841634634177
Mdc1	-0.015701640819113
Phf20l1	-0.01579750457441422
Vwa9	-0.01583236513620663
Pigo	-0.015910275877285218
Strip1	-0.016014542268079992
Dram2	-0.01621551565870156
Wdr8	-0.016325956160229672
Mllt1	-0.016367436462159643
Cox14	-0.01637682688163113
Usp31	-0.016392886144885516
Slc6a8	-0.016412857830163708
Arl15	-0.01641639441375573
Slc35d1	-0.016476341236834943
Cdk7	-0.016525884842151606
Tial1	-0.016529596653143245
Nmt2	-0.016704331348706872
Atp6v1d	-0.01671835606126398
Slc25a32	-0.016765519501662166
Vps33b	-0.016808576087527418
Ap2s1	-0.016822041327471775
Nudt3	-0.016881969114203917
Hgf	-0.016971998444338502
Ggps1	-0.017000071628537776
Dnajc30	-0.017044869000668223
Agbl3	-0.017171237239570685
Brk1	-0.01718818770406482
Draxin	-0.017211399018639453
Zfp346	-0.017279098275609975
Itgb1	-0.017327635993047458
Phc3	-0.017433314767822578
Grpel1	-0.01745227960999611
Rpl13	-0.017455173217630706
Ptpn14	-0.017566173331355777
Rest	-0.017589096666965558
Mospd3	-0.017644052105498673
March2	-0.01766057324488492
Keap1	-0.01786420845109283
Fam43a	-0.01788643145111879
Trim33	-0.01794442607719091
Caml	-0.0180533946426803
Zfp445	-0.01813996901008385
Cdk10	-0.018140748295673498
Tmem57	-0.018222589501643485
Gm14325	-0.018370250881655222
Gnb1	-0.01839290787036378
Gpr89	-0.018457718390311854
Emc6	-0.01849986812239514
Phka2	-0.01853962540897935
Arpc2	-0.018649251633979843
Ubn1	-0.01871204862859669
Rplp2	-0.018723662641560074
Lzic	-0.018855592940990814
Prkci	-0.018895556571028805
Gsto1	-0.0188968735945383
Prpsap1	-0.01892888737636774
Tspan18	-0.01904730068738109
Etv3	-0.019056705687471562
Akirin1	-0.01910544521608391
Kif5b	-0.019204491456809275
Ndufaf4	-0.01924923254673654
Bud13	-0.019335064027998353
Pex11g	-0.019351798516746302
Dis3	-0.019434909021634222
Fam3a	-0.019502105057917673
Oas1b	-0.01957023185100258
Rab42	-0.01959145247362645
Rep15	-0.01959147668254355
Psma7	-0.019703971028557043
Timm9	-0.01973558949968186
Abcc5	-0.019743202058570813
Slc25a16	-0.019775212541462323
Slc35a1	-0.019776765067108286
Galc	-0.019798361049888556
Dcaf15	-0.01985658973109915
Actr8	-0.01995548771133146
Mapk8ip1	-0.019990306365523142
Mthfr	-0.019997248249913578
Xpr1	-0.02000133042576538
Slbp	-0.020112337492194692
Rnps1	-0.020117652493419336
Ccdc25	-0.020121827383250086
Sh3bp5l	-0.020221959939524504
Pon2	-0.020261869864214018
Sec14l2	-0.02034435628737312
Crtc3	-0.020354963951701825
Kdm5c	-0.020421979589944312
Fam76a	-0.020447788190553963
Shroom3	-0.020459806543636983
Gtf2h1	-0.020462425985506714
Shroom4	-0.020616006063632446
Cep170	-0.020689763386617138
Cc2d2a	-0.02069482532704926
Nsfl1c	-0.020766480150540702
Gpbp1l1	-0.020880778439178238
Abhd17a	-0.020916902629462993
Timm23	-0.020949848519267355
Acd	-0.021006657675397566
Gbp3	-0.021074237642116682
Mtx1	-0.021134332016376843
Zfp866	-0.02113614141226513
Mtmr12	-0.0211600766492289
Cyb561a3	-0.021218761886329367
1600012H06Rik	-0.021233520659840837
Dnajb5	-0.021237889451609333
Papola	-0.021288497128809543
Zfp689	-0.02138654376770222
Zfp511	-0.021394646933847322
Baiap2l1	-0.02139945459011177
Ndufs4	-0.02159399497255464
Dtl	-0.02166318925192579
Sap30	-0.021669419926216182
Bcl10	-0.021712759854350904
Pdlim2	-0.02172861756094643
Rdh10	-0.021755759542296756
Steap1	-0.02178641951358227
Ppa2	-0.02182073175511526
B3gnt1	-0.021894540773290932
Pcdhgc3	-0.0219044376598015
Tsen54	-0.021984875143763127
Sept9	-0.021996497388131055
Gfer	-0.022031601653643044
Adam3	-0.022049324334489525
Plekhg4	-0.02205074405989727
Gpr107	-0.022134068011088477
S100a16	-0.022141377164474493
Ccs	-0.022166212288997074
Trmt10b	-0.022206332349420013
Nop2	-0.022333876513540966
Zfp598	-0.022351275434547985
Ubc	-0.022360874170243857
Pds5a	-0.022401028060196403
3110009E18Rik	-0.02240327644974828
Dcp1a	-0.022447847688124096
Cnot10	-0.022583162690316023
Polg2	-0.022607532596909227
A730098P11Rik	-0.022626498414019654
Kctd18	-0.02262815443752167
Klhl17	-0.022701872957264627
Mrps7	-0.022730344400232815
Jak1	-0.022747902160814893
Ubqln1	-0.022790174741243067
2610044O15Rik8	-0.022802328465319075
Edem1	-0.022806111291703766
Fuca1	-0.02280928932253445
Sema3f	-0.022866100493051156
Rbm10	-0.022925817154865604
Epm2aip1	-0.02295235209182524
Pik3cb	-0.023222880569554426
Ddx5	-0.023254372977318402
Tlk1	-0.023299225928524337
Derl2	-0.023321730672279675
Rps6ka1	-0.02333131159604946
Mysm1	-0.023372359603966268
Gpi1	-0.023425382233369103
Mib2	-0.023435466315618988
Slc25a25	-0.023441210985496987
Arv1	-0.023443155939638166
Gpr161	-0.023444227327676342
Cul7	-0.02345491116785908
Ccnd1	-0.023473461714404405
Ppp2r5c	-0.023493746689286554
Emcn	-0.02350918961449077
Sec24b	-0.023515369088040066
Aamp	-0.023518753837983693
Htatsf1	-0.023532958303213194
Yars	-0.023542049976595494
Slc16a1	-0.023563500199030495
Usp7	-0.02366603370543303
Ebna1bp2	-0.02373459268393898
Tle3	-0.02373849436399605
Naa60	-0.023778850338942895
Gch1	-0.02380045796659051
Zbtb18	-0.023813023241947427
2900026A02Rik	-0.023859017828918593
Polr2c	-0.023889735587545986
Ring1	-0.02389999850334094
Bmp15	-0.023936475697004935
Snrnp35	-0.023938478630071595
Flad1	-0.023967643069064886
Paf1	-0.023997419029532042
Nup107	-0.024013693683966608
Pot1a	-0.024029909675029718
Nup98	-0.0240386024561316
Ptms	-0.024054971286351524
B2m	-0.024185924087654305
Mcm6	-0.024204428839523926
Hspa14	-0.02422283181745728
Pus7	-0.024262739336251865
Grrp1	-0.024309228367617976
Zfp263	-0.0243571243324149
Gps2	-0.024368976964785332
Spry4	-0.024380228953722455
Ndufb8	-0.024423278297214725
Tm9sf1	-0.024430666502730257
Nit2	-0.024519559775452598
Sae1	-0.024553392732265315
1700019L03Rik	-0.02457456904932484
Mak16	-0.024576039803958543
Tmem88b	-0.024577357753842937
Txnl4a	-0.024578016437736917
Ric8b	-0.024602042481834622
Epha2	-0.024620952217540376
Tbc1d9	-0.024642407700007918
Map3k11	-0.02484691115974817
Zc3h13	-0.02488210662615616
Ube2g1	-0.02491885846501049
Gm10336	-0.024970265931999074
Prpf6	-0.02508747040144565
Cd59a	-0.025088727876612014
Zfp945	-0.02509553478236376
Cog7	-0.025100614059569943
Heatr2	-0.02510694504285678
Psenen	-0.025157028709162334
Mpdu1	-0.025176327658610075
Mrpl9	-0.025176634236451736
Hook3	-0.025288437879772186
Ctdspl	-0.02535973961733448
Rbms2	-0.025384957286789342
Brf2	-0.025427633215888493
Ogfod2	-0.025592385600229955
Cit	-0.02560721027976268
Ik	-0.025613430507539357
Itpa	-0.02561721925000956
Ddx39b	-0.02571746755924929
Osbpl9	-0.025753040827339146
Zbed5	-0.025788051045085924
Thap11	-0.025820028140897743
Pdcl	-0.025924833397491374
Ldb1	-0.025978633506494694
Msl1	-0.026134005639275478
Fam122a	-0.02617028557676505
Rnf215	-0.02624779003869986
Smu1	-0.026289894365652437
Nmi	-0.026291967773091826
Tfb2m	-0.02638092989908057
Metrn	-0.02641455498903186
Chst15	-0.026429407595805858
Rxrb	-0.026437910762354393
Kntc1	-0.02647004245757452
Emc9	-0.02648831633683704
Mlxip	-0.026492892259593344
Atp6v1h	-0.026512784245799004
Cdc5l	-0.02654717778981318
Cers6	-0.026582796986533132
Mgme1	-0.02665252721327144
Rwdd1	-0.026675411778338338
Fam193a	-0.026812174689802837
Commd4	-0.026890983519861647
Sp2	-0.0268965438417587
Acvr1	-0.02690316280684018
Hars2	-0.026952373832911727
Bsdc1	-0.02696073446831956
Il1r1	-0.026975236905395064
Blvrb	-0.02699159573676309
Rell1	-0.027064583659891832
4930455C13Rik	-0.027097348565680725
Ubl7	-0.027142078725311946
Mafg	-0.027220567636619387
Zfr	-0.02723276699462456
Golga3	-0.02723840215182396
Ahctf1	-0.027365902881009842
Aldh7a1	-0.027417696230142247
Minos1	-0.027419801290165118
Cdc27	-0.027734925254796577
Atf6b	-0.027795428123379474
Slc25a15	-0.027841733019460694
Lancl1	-0.027854990137130286
Fbxl2	-0.027860625632735416
1700052K11Rik	-0.02792200791497772
D3Ertd254e	-0.027945817445693612
Ptrhd1	-0.02798851279201189
Setd3	-0.028020741420228375
Inpp5f	-0.02806886141928273
Rabggta	-0.02810866606008512
Sirt2	-0.028186023924965706
Phf2	-0.028186447644425693
Mettl16	-0.028200929877036304
Aldh3a2	-0.028264982153495963
Rnf40	-0.02829917261609499
Pdia3	-0.028338090086326546
Vcpip1	-0.028339043788941344
Cwc25	-0.028340336771654016
Tmem176a	-0.028361373156664225
Ammecr1l	-0.028428253916679982
Mapk8ip3	-0.028442015929240134
Lypla1	-0.02848218855197054
Kctd7	-0.028499038220399866
Gm10941	-0.028499280817713666
Ccdc51	-0.02849953895350531
Polr3h	-0.028575552455146362
Dazap1	-0.02860022096349855
Snrpe	-0.028646793438590532
Siva1	-0.02866726915462521
Cwf19l1	-0.028737134788837534
2310047M10Rik	-0.028758634924808138
Ppm1b	-0.028774344846589268
Map4k3	-0.028880865230021063
Ap1b1	-0.028945881570097913
Focad	-0.028974682428327906
Slc16a11	-0.028992131733531514
Ube2e2	-0.029004785065424563
Pomt1	-0.02910174955532814
Phlpp2	-0.029119792491161544
Pcdhgb6	-0.029162057344233144
Uckl1	-0.029172040890802678
Pecam1	-0.02922375874170808
Mmp11	-0.029252812853734336
Prpf40a	-0.0292931602382724
Sephs1	-0.02929451556335526
Pip4k2c	-0.02933072185805893
Gsdmd	-0.02933207723006627
Msn	-0.029392139420116235
Dnajb12	-0.029398044977426162
Cox4i1	-0.029438567951300603
Pdia4	-0.02944801814561667
Snrpa	-0.02946893119742115
2310036O22Rik	-0.0294903355620291
Gm5617	-0.02949676025441086
Dync1li2	-0.02952034865509727
Atpaf2	-0.02955274351670284
Ago3	-0.02980863077338162
Hoxb3	-0.02985569339529619
Sec23ip	-0.02986379826119863
Tnks	-0.02992255044385832
Sult6b1	-0.030018604437557116
Mms19	-0.030032022002451364
Nmd3	-0.03005334537446905
Usp14	-0.0300835341543254
Kbtbd7	-0.03019944865558381
Mkln1	-0.030221705294666897
Sdf4	-0.03029994245203896
Ppp3cb	-0.030307972259756014
Sptssa	-0.03034223432191185
Zdhhc1	-0.030451962201507483
Golga5	-0.03046922834870207
Tma16	-0.03050986840565607
Fam102a	-0.030520399840878284
Eif3f	-0.03055337164272799
Yeats4	-0.030582619488351788
Isoc2a	-0.03059798222319928
B4galt2	-0.03060274171035806
Gm10845	-0.030708933208216743
Mief2	-0.03073417038795351
Cdpf1	-0.030768673368607363
Riok2	-0.030835043777010258
Timm10b	-0.03094171932836699
Cpe	-0.030950364887208537
Megf8	-0.03096113312870269
Wdr34	-0.030983710959287675
Rara	-0.03105341932880343
Ap1g1	-0.031059592903479524
Herc2	-0.031121842713002695
Zfp868	-0.031214760744371645
Fam135a	-0.031234725291057218
Tmem8	-0.031283523790122295
Hsf2	-0.03161698506093158
Sbno1	-0.031693317775070756
4933427D14Rik	-0.03174788585163716
Hspa13	-0.03184654134420585
Sos1	-0.031935877986063135
Ier3ip1	-0.03197136329578125
Ndufaf7	-0.03199052311035408
Mfsd12	-0.03206781755743103
Zfp839	-0.03209117841473433
Dgkd	-0.03215025464743145
Slc25a39	-0.03215396341828633
Pdcd6ip	-0.032179599697373565
Josd1	-0.03218984514973321
Atp6v1e1	-0.03222741324417293
Tmbim4	-0.032649935448033414
Uqcrb	-0.03266102548042624
Nxn	-0.03274975754003636
Opa3	-0.03288076003634326
Prrg1	-0.03289141796277347
Usp30	-0.032916195155982146
E230008N13Rik	-0.03303157691683211
Synm	-0.03305151838447743
Mark3	-0.03316937624142874
Plcl2	-0.03318852817587217
Prcc	-0.0332384147597664
Man2a2	-0.03327964918597395
Pik3c3	-0.03331234105989099
Zfp446	-0.03333759467803616
Rnaseh2b	-0.033409149873928276
Ythdf3	-0.03341852706451221
Ptcd3	-0.03346971161115914
Cep250	-0.033488261396433835
B230118H07Rik	-0.033509733208129985
Cycs	-0.03352467113667598
Toe1	-0.033579421830628814
Taf2	-0.03358969400429894
Eva1b	-0.033595776651460185
Nsmce4a	-0.03363887255831447
H2afy	-0.03373251141671398
Ikbkg	-0.033766801073162996
Hnrnpul2	-0.03380236654559761
Zfp281	-0.033882732713419295
Slc25a3	-0.033999270106932156
Ncoa1	-0.034000730440962364
Polg	-0.03402465912585493
Tcea2	-0.03409322841072744
5031439G07Rik	-0.03415278439252946
Ppp1r10	-0.03415777250495343
Rnpepl1	-0.03420885031805244
Arhgap23	-0.03429352249975874
Rchy1	-0.03440169952897413
Ube2l3	-0.03442136701221108
Rnf139	-0.034424081208805
Zfyve20	-0.034511556636022046
Mrpl39	-0.03451836909241996
Ncstn	-0.03454323040838372
Ube2j1	-0.034581016945550366
Snx1	-0.03465068597188668
Psmb8	-0.03466962040496823
Dnal4	-0.03478922494877213
4933439C10Rik	-0.034798169541291606
Sap130	-0.034811604968190066
Coro1b	-0.03481461035002492
She	-0.034839346940933325
Prpf19	-0.03488484972254895
Capn2	-0.03494462146224047
Atad2b	-0.034967776973329034
Pvt1	-0.035097242679651613
Shfm1	-0.035114321094907995
Ptrh2	-0.03521920337685275
Rcor3	-0.035229161067172526
Tada1	-0.03532491647215521
Asb8	-0.035395293992230556
Lst1	-0.035409992674948015
Gm10791	-0.035415772897221746
Car15	-0.03541833819997945
Ttc1	-0.03541835443293608
Tra2a	-0.03544100031927971
Rapgef1	-0.03544570962550608
Tatdn2	-0.035565845391595255
Ero1l	-0.0356839136470743
Ndufb5	-0.035737615628198514
Gpld1	-0.03577205025009962
Ankrd16	-0.03587794375350866
Raf1	-0.03594378176120024
Fam98c	-0.035954330260632314
Slc38a2	-0.03606148055418502
Fyttd1	-0.03608042202835443
Cc2d1b	-0.03613523109977857
Ppme1	-0.036144869888899436
Zfp316	-0.036176246269868505
Maea	-0.0361803362355077
Eif2b3	-0.03620749685412891
Rsl1d1	-0.03621488398999202
Snrnp70	-0.036272837866589316
Hectd3	-0.036292467397215436
Ptgs2	-0.03638864915928861
Ift20	-0.03644295205658694
Ripply3	-0.036465532866971635
Ndufb4	-0.03652369449815953
Fam122b	-0.036545294323467016
Sap30l	-0.03655456295291449
Itpr3	-0.03658489286102026
Aggf1	-0.03659803693077931
Npc1	-0.03660674381739952
Brip1	-0.036607934435483463
Rbm4b	-0.03662015103132704
Scarf1	-0.036638666455691776
Mrpl36	-0.036661063645489156
Ddx17	-0.03674624554294359
Mcts1	-0.036810604218789275
Rhbdd2	-0.036827516122453774
Pqbp1	-0.036910007210203356
Exoc3	-0.03691271383145373
Med11	-0.03691953511651833
AI450353	-0.03692220411888819
Med13l	-0.03694957201216755
Tmem241	-0.03696340892962874
Nploc4	-0.036969358284832
Irf5	-0.036999109224610784
Slc35f6	-0.03700382390158969
Lrrc29	-0.03711989444447497
Zfp260	-0.03712889723054052
Uba2	-0.03722314884281909
Ate1	-0.037251179688735196
Mphosph9	-0.03727160186713208
Evl	-0.03734114296240559
Gyk	-0.037349922834811054
2510039O18Rik	-0.03740086923463553
Nupl1	-0.037427481767577986
Fut10	-0.037449758953087914
Qars	-0.03746796695715192
Hiat1	-0.037499889607472935
Zfp455	-0.037567793094017976
Taf15	-0.0376823153578305
Insl3	-0.037727573211006234
Vamp2	-0.03773489196065086
Ptcd1	-0.037743680297052475
Gba2	-0.03775231771794096
Aig1	-0.037767738557841296
Prdm16	-0.03778829449343103
Vapb	-0.03781981315195744
Gpr155	-0.037903139560601914
Rab35	-0.037930773090161976
Dab2	-0.0379740393880508
Cep85	-0.03802843169314554
Gemin2	-0.03806395705135074
Armcx5	-0.03811136864811965
Kansl2	-0.038315225673760715
Polr2l	-0.038371190637783936
Elf4	-0.038412013757341025
Arfrp1	-0.03846595840960924
Uhrf1bp1l	-0.03848371156753684
Tmem50b	-0.03848822217721464
Mrpl35	-0.03849340226779773
Hoxa7	-0.038516762387026254
Ift88	-0.03852840678137934
Suz12	-0.03854943847873123
Lancl2	-0.038605741057432426
Ift140	-0.038606528773288906
Tet2	-0.03862104846109839
Mira	-0.038658913662274766
Dopey1	-0.03868622880026677
Cct7	-0.0387501938035303
Pold3	-0.0387954364714181
Ticam1	-0.03883099171112135
Nek9	-0.03884910185229294
Parp10	-0.0388497837739755
Pnpt1	-0.03889364921680714
Slc18b1	-0.038895936654991595
Ccnt2	-0.03890607707103039
Rasl11b	-0.03895853031016168
Tnpo3	-0.03903740201111806
Hoga1	-0.03906999615240513
Brpf3	-0.0390974893285209
Wdr13	-0.039099772807977835
Trappc3	-0.03926436674447769
Zfp384	-0.039275218854321975
Man1b1	-0.03927668314821615
Olfr613	-0.039299290591795495
Apmap	-0.03931189794681488
Zfp516	-0.03935205366824116
Ube4a	-0.039389982810013206
Ftsj1	-0.03940490712826257
Rpa2	-0.03945096430781895
Slc25a38	-0.03951052778343352
Pick1	-0.039516102224911503
Pms1	-0.03952225300731494
Prpf18	-0.039555510664487606
Aph1a	-0.039586255621118394
Usp37	-0.03958626850011255
Epb4.1	-0.039610868192117586
Zfp715	-0.03961281840824456
Rnf4	-0.03961507178817312
Nop10	-0.039637831632799214
Stradb	-0.039642207992199446
Mpc1	-0.03965354454963006
Sgpl1	-0.03966300780987487
Mark2	-0.03968820396748574
Mien1	-0.039834237862010055
Col4a3bp	-0.039856526834838
F730043M19Rik	-0.03993281212766366
Nlrp3	-0.039934169271938796
2010012O05Rik	-0.040008282211867446
BC030307	-0.04002328210159192
St7l	-0.040059041431023935
Rpap1	-0.040129653034984086
Cnksr1	-0.04023159969599344
Tmsb4x	-0.04023241165245107
Aak1	-0.040303252429548866
Gpsm1	-0.040452544087365996
Ccdc8	-0.040494555611905694
Smad4	-0.04050175599980666
Nnat	-0.040537601168093094
Fra10ac1	-0.04054068192000324
Arpc1a	-0.04059639966601151
Hnrnpc	-0.04061988468896508
Tk1	-0.04064542109778255
Arl14ep	-0.04071856475671679
Zfpm1	-0.04082361703442189
Rpl18a	-0.04089581370323027
Wbp1l	-0.04090250568234142
Rps25	-0.04095073294919769
Ccp110	-0.04099535322802699
Phactr2	-0.04115127287596211
Pmf1	-0.04118785838421682
Rock2	-0.04121067071118987
Pstk	-0.041211546989124125
Man1c1	-0.041238009811396116
Bloc1s6	-0.04126736441136034
Zkscan17	-0.04127223724356354
Gpr137b-ps	-0.04138891438246886
Cox6a1	-0.04144597389351374
Tacc2	-0.041549351166907084
AU040320	-0.0415974971888967
Filip1l	-0.04160394341364785
Tmem115	-0.04165226886945822
Agpat1	-0.041823823018172765
Mrps23	-0.04188460218391673
Fzr1	-0.041946102431456425
Hadha	-0.04196507210983884
4933411K20Rik	-0.04205538731752177
Msh6	-0.04218001748625954
Nono	-0.042203114707685604
Cyb5r3	-0.042265295088203224
Scaf8	-0.04228035137875041
AI846148	-0.0423907318230669
Irf3	-0.04250338880192428
Tfrc	-0.04254978809625747
Caprin1	-0.04261944348227565
Taldo1	-0.04265934992199178
Pfn1	-0.042679344822063384
Hbp1	-0.04273001591383339
Dis3l	-0.042740144550539365
Gm17821	-0.042794028228319236
G6pdx	-0.04282206942674999
Nudt9	-0.04291478045798786
Tubgcp3	-0.042946843558841756
Pisd-ps2	-0.04300709913259629
Yme1l1	-0.04304151789917159
Stat5b	-0.04306728002880011
Csf2ra	-0.04311116058717753
Cpsf2	-0.04319455061057627
Arhgap39	-0.043218896741905176
Xndc1	-0.04325427703522578
Thumpd1	-0.04328177916180042
Vac14	-0.04329520853533424
Acot9	-0.043412303366482566
Aaas	-0.04346615727168521
Agtrap	-0.04356701270660662
Rlf	-0.043592191929988276
Vps37c	-0.04359478921690021
Maoa	-0.04359677268803907
Trmt5	-0.04360296432351155
Ythdc1	-0.04373693462485343
Spa17	-0.04376240670160298
1110004F10Rik	-0.04377697068723344
Vangl1	-0.04379132053133402
Ireb2	-0.043856749785844314
Klhl20	-0.04386046700587188
Tgif1	-0.043884684999998314
Akr1c14	-0.04396782798864538
Noxo1	-0.04397192712174735
Il6	-0.0439726727159492
Rassf5	-0.043973987698137526
Tmod3	-0.044013949807601434
Snrpf	-0.044055254475617846
Babam1	-0.044150174728119225
Cbll1	-0.04415351499013427
Itpk1	-0.04420361998598895
Rps4x	-0.044226453412816
Znhit6	-0.0442647024716674
U2surp	-0.04428557395549885
Poc1a	-0.04433345315749333
Txndc15	-0.04441151216449599
Rab10os	-0.044463990525916285
Hddc2	-0.04449325550192815
Thsd1	-0.044602068933895525
Rbm6	-0.04469865397951895
Stoml2	-0.044701300610221366
Stom	-0.04474537271432626
Ift27	-0.04475474040264679
Eif4e	-0.04478093835630789
Zfp119a	-0.04486230223792269
Tenc1	-0.04486250185042988
Zkscan8	-0.04489203113463018
Srp54a	-0.04526261508392415
Glud1	-0.045323678430881725
Mrps34	-0.04539433102112898
Tmem106c	-0.04542184460634217
Slc2a4rg-ps	-0.045467563387925986
Gm12359	-0.04546882182325502
Mylpf	-0.04547249863836351
Cep162	-0.04547311154822919
Bag5	-0.04554074376330907
Isg20l2	-0.04555572069086488
Map7d1	-0.045625494760693476
Trp53inp2	-0.045653785825130605
Ppp2r3c	-0.0456737405172076
Fxr2	-0.04568157252293765
Lrrc8c	-0.045734185962069185
Zbtb24	-0.045736955317503374
Vopp1	-0.045759629471862795
Klf16	-0.0458010740616429
Qsox2	-0.04584268162630039
Ptpn11	-0.046058011367528094
Arhgap10	-0.046099902177954726
BC027231	-0.04610050248503184
Nosip	-0.04611369378844131
Mrpl22	-0.04612904253472642
Parp6	-0.046143052883769825
B3gnt2	-0.04624965145963149
Fam35a	-0.04638947066097894
Ap1m1	-0.046509042268730295
Ptbp2	-0.046652469044482774
Rad54l	-0.046714979573320166
4833439L19Rik	-0.04671594534323049
Rbpms	-0.04674033797911848
Anapc11	-0.04678469073013088
Taf4a	-0.04685374283386173
Numa1	-0.04696955129543582
Rtf1	-0.04699168828849119
Exoc3l4	-0.04705949046993882
Ppwd1	-0.04709269297170562
Btbd7	-0.04710766480332019
2810025M15Rik	-0.04718849434710395
Pcbp2	-0.04732234250517842
Rnpc3	-0.047364555097731985
Nup153	-0.047387020743732376
Atf6	-0.04743265692380459
Hinfp	-0.04743705870361374
Kalrn	-0.04746365047582338
Dcaf10	-0.04753538169705673
Ifitm10	-0.0475492840724975
Arhgap28	-0.04770890323758543
Surf6	-0.04777374396127487
Uso1	-0.04782018772011122
Tmem134	-0.047845567147865135
S100a11	-0.04785386073871038
Nup50	-0.04793621756459808
Zranb1	-0.047951545991446826
Nqo1	-0.0479668105500665
Casc3	-0.047981140031066696
Zfp110	-0.04804004628687723
Tagap1	-0.04805288575911437
Cnot3	-0.048194844747682986
Obfc1	-0.04823359981658108
Tmem245	-0.04830346776743268
AW554918	-0.04844382110688013
Eral1	-0.04847481938178313
Fancd2	-0.04863568137130301
Anp32b	-0.04871448468784545
Tsx	-0.04873950508318392
Wapal	-0.04893199487645755
Tnk2	-0.04894608615216042
Kat5	-0.048970097273816834
Nupl2	-0.048971664855770994
Hs1bp3	-0.049007072865416626
Slc10a3	-0.049040322732213426
Rps14	-0.04912564581795443
Gimap5	-0.04912955069807473
Ccnd3	-0.04914196821965993
Adssl1	-0.04923804530516887
Ccdc94	-0.04943998776483643
C330018D20Rik	-0.049444614724154755
Klf3	-0.049532932703520736
Dido1	-0.04956063735453075
Gm10052	-0.049578077817677514
Hsd17b10	-0.049681318480764895
Srp72	-0.04968894947385724
Gmds	-0.0497008953845399
Sh2b1	-0.04974613834699926
Ugt1a7c	-0.049751787202661935
Rpl18	-0.04989043316990132
Unc119b	-0.050002919401098064
Pik3cg	-0.05001800942693276
Abhd13	-0.05002490195680392
Gpd2	-0.05005416390170375
Ash1l	-0.050062059150533814
Spsb3	-0.050108777928381254
Paip2b	-0.050115595754832695
Arid5a	-0.05014061212709912
Scaf11	-0.05016276661075445
Rnf123	-0.05023270379156998
Capza1	-0.050291740984330195
Gpx1	-0.05038555829269556
Gm20257	-0.05052570766536395
Kat7	-0.05053833370270385
Itpr2	-0.050551692791061656
Pced1a	-0.050579498084997315
Ufd1l	-0.050584035325955706
Traf7	-0.050602831374904074
Syde1	-0.05067578763241883
Tomm6	-0.050722679524153234
Tmem39a	-0.050739358478042965
Naip5	-0.05076591186582632
Gnpnat1	-0.05081171940075297
Med26	-0.05081344892973294
2610306M01Rik	-0.05089305434332764
Ptplad2	-0.05089570009615977
Alms1	-0.050901562054267636
Gatad2b	-0.050955433148641226
Mkl2	-0.05098226673401136
Aptx	-0.050997799363998425
Gabpb2	-0.05101093782091958
Wdr6	-0.05104292993291121
Gna14	-0.05111497093378859
Zdhhc13	-0.05115171351655166
Phf6	-0.051162588181619624
Nim1k	-0.051228089285232294
Itga6	-0.051329239527789845
Ggact	-0.051357377419557045
Mkl1	-0.05141733480479382
Bola3	-0.05160234947110406
1700021F05Rik	-0.05160859644153967
Grasp	-0.051644927848775106
Ccdc134	-0.05166653291822994
Fam3c	-0.05167454381152611
Habp4	-0.051686925677266495
Nup62	-0.051708291229427286
Sin3a	-0.05171964806114254
Fhod1	-0.05174344869191534
Slc9a3r2	-0.05184739693084065
Crtc2	-0.05191470801948229
Kif3c	-0.051937653802875204
Zfp672	-0.051949121669897305
Idh3g	-0.051976549166836195
Zfp956	-0.05199048966290955
Txn2	-0.05207391407841312
Atad2	-0.052074210486418596
Parvg	-0.05209071332421104
Pgf	-0.052129259649534264
Dld	-0.05213147103511623
Zc3h7a	-0.05225325871687059
Trappc10	-0.05228824677116929
Nrde2	-0.05241618046926284
Gpatch4	-0.05242146385485475
1190005I06Rik	-0.05242529920820632
Depdc1b	-0.052536818752168535
Sgms2	-0.052621608589993735
Sbf2	-0.05262289889557973
Dgcr8	-0.052653253903692236
Cd2bp2	-0.05266011912331368
Fkbp1b	-0.05276838696222793
Plk2	-0.05291838792208355
Nelfa	-0.05294649348148763
Ttpal	-0.05300430806562221
Rnf38	-0.053015909948320054
Dpf2	-0.05302057047056879
Adam12	-0.053103273609748376
Tbcc	-0.05310426576850965
Mpg	-0.053145866584546904
Unc50	-0.053238833811755905
Ccdc132	-0.05330381896881028
Il12rb1	-0.05330741707538014
