	logFC
1700001G17Rik	0.42401694675923624
Snord87	0.4240168267887623
2310034G01Rik	0.42401583724760644
3000002C10Rik	0.4240155180540775
Gm19705	0.4240152160604668
Snord33	0.42401513237394806
Hbb-y	0.4240149252513021
1700123M08Rik	0.4240144886519601
AI507597	0.42401433792297205
3110021A11Rik	0.424014092047857
Mir6403	0.4240140209194758
Gm10390	0.4240138479998918
Mgst2	0.424013562790847
Mir6386	0.424013538343758
Tbc1d22bos	0.4240134239976047
1700102H20Rik	0.424013401196719
Rbp2	0.42401338219466955
1700029I15Rik	0.42401322538670744
Scarletltr	0.42401305897864217
Snora33	0.4240125519848883
Satb2	0.42401190280854173
Hist1h3d	0.42401148959298424
St8sia6	0.4240114462078633
Npw	0.4240097957653361
8430423G03Rik	0.42400912841222677
Dcp1b	0.42400903872015705
P4htm	0.42400792862439346
Sh3kbp1	0.4238782892478893
Flnc	0.4238010524042213
Lpcat1	0.42329033992406373
Vgll4	0.42231980825331944
Cacnb3	0.4222050288966273
Eps8	0.42159621192971986
Efna5	0.421168682556056
Ebag9	0.42033798216118246
Dhrs11	0.41959433659917894
Dbndd2	0.4187836572475055
Dtd1	0.4186055734049731
Klhl42	0.4185555800404701
Cpt2	0.41844920529036383
Tubb3	0.418043472089427
Abcc4	0.41796947553929
Zfand2b	0.4175168835569069
Snx33	0.4168892504047624
B9d2	0.41606624226130545
Tmtc2	0.41575665994345434
Gstt3	0.415729280236173
Entpd6	0.41555265020839666
Cd37	0.41536575522421204
4732491K20Rik	0.41529523314328404
Klhl36	0.4152425156103287
Slc16a12	0.4149670385871247
Mreg	0.4146198493551773
Synj2	0.41458408682822867
Igflr1	0.41396159984417596
Pfas	0.41350163969148995
Nlrx1	0.4133725846554701
Eif5a2	0.41329851993305133
Elmod2	0.41318142802963764
Fam171a1	0.41276837500296837
Fam107b	0.41259341453382653
Acadvl	0.4125490293838183
Rab32	0.41150759800031694
Reep6	0.41108939632339647
Stat4	0.4110683699865252
Nkain1	0.41106379188532555
Gm16907	0.41091983227441214
Kifc3	0.4109029571233748
2310009B15Rik	0.41084515966071655
Gdf11	0.4106346330856597
Dhcr7	0.4105785117194438
Pdpr	0.40996620345428125
Oat	0.4091101292904151
Mir17hg	0.40901354095341574
B230216G23Rik	0.4089092694088475
Dapk2	0.4084173923341183
Adat3	0.4073358494694982
Cers4	0.40724657402494263
Phlpp1	0.40710641520159035
Tyro3	0.4069416004010458
Mical3	0.4068562481397458
Serpinb6b	0.40657126322486353
Gmip	0.4064907953732358
3300005D01Rik	0.4064311723568562
Galns	0.40641997286415654
Lrrc8d	0.4063105700143334
Vav2	0.4062184556470849
Scamp5	0.40577484413616777
Prickle1	0.40544282398855735
Qpctl	0.40392880991375835
2310003H01Rik	0.40357361908311834
Pcx	0.4032529067594788
Nudt15	0.4026404101527903
Mroh1	0.40240347578538643
Kctd13	0.40224792118954966
Serpinb9	0.4021586956755743
Zbtb7c	0.40149368310654027
Plekha7	0.40147875788122733
Kbtbd8	0.4009914707896602
Crebbp	0.4004335685024822
Fancf	0.40016628199846177
4930515G01Rik	0.399766178869736
Cdr2l	0.3994942149372624
Lpin2	0.3994137573095479
Scarb2	0.399269469527717
Mamld1	0.398728983641552
Il13ra1	0.39862740655903295
Aga	0.39843741615418815
Tlcd2	0.39832288976503877
Tpmt	0.3980195640236264
Angptl6	0.3967951813521516
Ampd2	0.39646644558708094
Rin2	0.3961540798220891
3110045C21Rik	0.3959989451193471
Acat1	0.39598056380619395
Rftn1	0.39597445364836426
Ptgfrn	0.3957781105395311
Srebf2	0.3956354265097712
Cmtm3	0.3955750256839221
Apol10b	0.3955567540416249
Ago1	0.3948882190017766
Dysf	0.39447080369321524
Ifi202b	0.3940049839824433
Nfic	0.39365246596896264
Tram2	0.39363577616255807
Ptpn3	0.39314050430806513
Tmed3	0.39306868555807395
Zc3h12b	0.39298645401235704
Tspan7	0.39261205620775225
Clcn6	0.3925809680570601
Cbx7	0.39230405480337094
Cln3	0.39192799022082536
Dync1h1	0.3916260325847337
Lcp1	0.3910283184347312
Mecr	0.3909870573286824
Napepld	0.3908460457508876
Hspa1a	0.39033194161918283
Ogfod3	0.3895787154415909
Efnb1	0.3893237840886998
Lphn2	0.3892226243300537
Ezr	0.3890783594675464
Tbc1d2	0.38731193273887915
Fuk	0.38717962912797255
Pfkfb3	0.3870757376905217
Il6ra	0.3869834343289707
Ap5b1	0.3868170437210697
Mbnl3	0.38680210177449886
Slc27a3	0.3864301732136461
Wipf2	0.3862960228253355
Tnfrsf22	0.3862256478260708
Mfge8	0.3856335182117373
Ttll11	0.3855396917682273
Ccdc122	0.38553869332799034
Cpt1c	0.38536754882270496
Camkk2	0.384596779933048
Sept5	0.38355831390770795
Kif26a	0.3835112770204452
Als2cl	0.38320852629243063
Apol9a	0.38320389866348714
Pex1	0.3830836585196224
F8	0.3826815414817824
BC048403	0.3825470231942349
Creg1	0.38227888145502986
Mesdc1	0.38226353065801677
Ascc3	0.38220186685361607
Celf4	0.3821427016018871
Abcb8	0.3818329532446226
Dusp9	0.3817841585888031
Idi1	0.38133874824824127
Dvl2	0.38103617740602613
Hspa2	0.3810313492603994
Guca1a	0.38094520193936005
Tmem97	0.38091587627444395
Trim2	0.38090144951333965
Pwp2	0.38053440596007887
Ahnak	0.3799217139682503
Fbxl15	0.37977012520537706
Hpdl	0.37961960670986555
Pllp	0.37961871305638295
Slco3a1	0.37960956772945975
Sdc4	0.37954678480524146
Abcb1b	0.37932824383287056
Atf1	0.378550073845495
Setd4	0.3782124990264195
Kctd15	0.3782101169741853
Zfp239	0.37747342438356823
Nat10	0.37671927681531786
B4galt6	0.37640947253517
Pparg	0.37634236688894
Gbx2	0.3761855705838513
H2-T23	0.3761218441092964
Rslcan18	0.37597464557624993
Prkar2b	0.37580342838557906
Wtip	0.37557426410988354
Bst1	0.37515059517504795
AA415398	0.37510450729536027
Rgs10	0.37510377366254943
Ablim2	0.3743791986964956
Cluh	0.37426102618253615
Plcd3	0.3742111496161225
Slc29a2	0.3741850560021307
Wfs1	0.3741558536734296
Plcxd1	0.3739829020139395
Pak6	0.3736986792257816
Lamb1	0.3735962729968099
Tbc1d24	0.3732791204743092
BC051226	0.3730315675289384
Cacna1a	0.3730290800008738
Cdk18	0.37297999224351014
4933412E12Rik	0.372975943503552
Nubpl	0.37296507179600685
Nme4	0.3728776822182022
Alpl	0.3724444663208888
Por	0.3721211217593722
Eid2b	0.37154400512337205
Cpne2	0.3714110704986766
Mapkapk3	0.37136128205981617
Naglu	0.3704406890894899
Dph1	0.3703320424316138
Pxmp2	0.36985997307322543
Adamtsl5	0.36865371316532597
Nhej1	0.3685196620712284
Gstm5	0.36843690511810195
Ubash3b	0.36830407080321026
Cd302	0.3681923096115294
Ankrd9	0.3681231896126835
Pdk3	0.3681044420597695
Emc1	0.3678911626478987
Adamts7	0.3676118606052089
Abcg1	0.36751983538596583
Hspb9	0.36742579433471156
Cd81	0.36709959535408815
Mpp7	0.36653578228600436
Loxl3	0.36634231435018183
Rell2	0.36591030365208266
Pycard	0.36590915427233117
C1qtnf6	0.36531217684732525
Stard10	0.3653037680575416
Bcr	0.36528254105707864
Adamts4	0.36519160789258026
Rps6kl1	0.36494488518737167
Dap	0.36489634228315
Fam217b	0.3645618998845444
Uqcrc1	0.36455007764018266
Bag2	0.3645194946691889
Esr1	0.36445393583666746
Med16	0.3643358141618809
Impdh1	0.3642546340233672
Thoc6	0.3642458951303429
Carm1	0.3636994827607738
Rdh11	0.36361862257109834
Pepd	0.36359778076417865
Ctsz	0.363402535205126
Slc38a6	0.3627049115096357
Lrrc24	0.3626123870228694
Tnfrsf13c	0.3626122184772262
Nfat5	0.362514254419577
Tspan4	0.36229113217469583
Cd55	0.3622335985319503
Slc9a3r1	0.3620680146532324
Tbc1d25	0.3616527556371308
Dnajc25	0.3615754922616516
Fbxo32	0.36142802438138444
Rap1gap2	0.361208061343033
Sppl2b	0.36118752533458953
Bbc3	0.3610582479213922
Dkk2	0.36102770643531074
Il27ra	0.3609643327865612
E330020D12Rik	0.3608174970446812
Tnfrsf21	0.36074446413579586
Fbxo10	0.3601828058884608
B930041F14Rik	0.3598847262465946
Twist1	0.35988445373233935
Zfp941	0.35947264831608317
Adam15	0.35930836092725255
Prps2	0.3584434182753817
Tnfrsf10b	0.3583780519447738
Fbxo4	0.3576596259907325
Serpinb8	0.3572565499055517
4930577N17Rik	0.3569014565152912
Zfp493	0.3568990085493592
Thnsl1	0.3565178830689608
Gdf15	0.35644204683970787
Plcg2	0.35642239875704546
Col6a3	0.3562907423494826
Alkbh2	0.35610951872055213
Abhd14b	0.3559609955362042
Hspa1l	0.35584195349011577
Rhobtb2	0.35577963378809235
Gipc3	0.35563121911203094
Slc35f5	0.3555922211043161
Pbp2	0.3550682400368721
Llgl1	0.355047265027651
Dzip1	0.3548281126704746
Zfp521	0.35465557508076523
Pdcd11	0.35457471059028456
E130310I04Rik	0.35430177001426877
Ssh1	0.3542123963522421
Pgm2	0.3539879929982735
Elmo1	0.35356803481596216
Cryz	0.3531841353530459
Pigt	0.35302033963231383
Dhrs13	0.3529815377038301
Pvr	0.3526514241733726
Pgrmc2	0.35252758479332574
Cry2	0.3523637835624847
2610305D13Rik	0.3520264375637836
Specc1	0.35155672763245055
Faxc	0.35079399537909073
4930452B06Rik	0.3507684764539542
Kcnf1	0.35067183867509755
Lgr4	0.3506716455351989
Pcp4l1	0.35048581808638524
Coprs	0.35037705062021346
Mtrr	0.35018935076096475
1500004A13Rik	0.350011566672432
Cnnm2	0.34974768359110153
Nsf	0.3492273368788642
Egfl8	0.34872536141826804
Nrgn	0.34859589143331826
Mical2	0.3483080134904123
Pxdn	0.3480840988654993
Abhd8	0.3480504970177644
Prom1	0.3479588816126577
Bscl2	0.3478686172138579
AU022252	0.34785933907458017
Akap9	0.34783246482723557
Lyrm7	0.3477728450383017
Prss57	0.34746048525496287
Aldh18a1	0.34742009131410057
Fuca2	0.3473152694631319
Vat1	0.3472597472520568
Rhebl1	0.34705188837128026
Fam89a	0.34674919125062437
Dixdc1	0.3466095822267048
Atp8a1	0.3465175538988966
Srebf1	0.34633445583246153
Trio	0.34606127140225934
Wnt5b	0.34603973708929003
Klc3	0.346009083010217
Dusp8	0.3458240758168109
Nox4	0.34572759151960764
Pcdhgb8	0.34565211333509505
Rnf32	0.3455630839919342
Cxcl16	0.34494699245234584
Bicd2	0.3444620051776398
Hhat	0.3444320466386923
Hspa1b	0.3443820009571092
Samd12	0.34431473112804983
Syce2	0.3442574161267134
Gm4070	0.3440803313455316
Smarcc1	0.3439701025678855
Mnda	0.3438434616530283
Pfn2	0.34347256989134267
Nol6	0.3433558819180858
Ercc6	0.34334184129918227
G6pc3	0.3432571218943555
Atxn7l2	0.34322040242501345
Higd2a	0.3428107850876871
Sh3yl1	0.34255078205543316
Slc39a8	0.3423591376618035
Galnt7	0.34231121368380685
Brwd3	0.34214271609732555
Gm17296	0.34189056561503733
Pomc	0.3415550543379528
Gpr84	0.3415527652398703
Dmrta2	0.3415521025464274
Ank	0.3413994010766088
Tpsab1	0.34110216792417086
D8Ertd82e	0.3409073941701749
Cln8	0.3406987367027087
Dhrs7	0.34050393580474614
Apex1	0.3404058881090069
Rnf170	0.34022731442761217
Scap	0.34021487868056843
Skil	0.3399647934931366
Pla2g4a	0.33994170789246914
Pbxip1	0.33992533429798316
Hk1	0.3394931986643331
Slc20a2	0.33948263080668595
Snx8	0.3394604864744797
Elac2	0.3394182990092098
Ptpla	0.3393646065268768
Acaa2	0.33919236328503266
Ggcx	0.3389227927070598
Vps51	0.3388856198038063
Sco2	0.3384467293298353
Tom1l2	0.33806712513114984
Phf11b	0.3378578700098021
Spata5l1	0.3377429987588619
Sema4b	0.3376601358705001
Dagla	0.3373387265679836
4933421O10Rik	0.33729688429038107
H2-T24	0.3372023302819453
Mks1	0.33653946474875185
Rnf113a2	0.3363031995408408
Prickle2	0.33627184350184214
Slc4a7	0.3360593247087841
Fam109b	0.3359561822257482
Chrd	0.33595183057143896
Rhobtb1	0.33569468177995226
Armcx6	0.33529657721263695
Tpcn1	0.33527244215169644
Fstl3	0.3349177302594092
Gm10638	0.33474781372389334
Piezo1	0.33450258286698636
Stat5a	0.33405688789626603
Phtf2	0.3338976371081831
Gusb	0.3338278755259358
Ctif	0.33372969520637025
Nudt6	0.3337095911362369
Sh3bp4	0.33314220000938355
Ncdn	0.3330354569119116
Arntl2	0.3327271757263737
Chst1	0.33270902022338406
Plxna1	0.3326547806626099
Mettl13	0.3325415584489081
Slc5a3	0.3325355964652779
Car5b	0.33230914232802317
Cyp27a1	0.33181796448625545
Myof	0.3314855445593007
Bambi-ps1	0.3309048253290821
H2-M5	0.33090388551863614
Phf21a	0.33090386964357216
Tm6sf2	0.33090128557614407
Nme3	0.33090070534988464
Cass4	0.33089022587295697
Sec61a1	0.3308708154272241
Gm16039	0.3303789046638454
Tex9	0.33035220598609694
Zfp94	0.3300651511221788
Nipsnap1	0.3298151911854899
Apol9b	0.32924041371000884
Lats2	0.3291343351512205
Syna	0.32907519207334424
Osbpl5	0.3289335289973048
Tgm4	0.3286947477690232
Slc9a1	0.32816685224913517
Slc4a2	0.32809295669525423
Vldlr	0.3278297404504778
Usb1	0.32779740548961617
Mrps6	0.3276026269783076
Alg3	0.32739421081706993
Kpna3	0.3272781251493788
Cyb5r1	0.32667733223146217
Stk10	0.32654419450385896
Cyb5b	0.3262378860949284
Igsf8	0.32616662215887215
Hirip3	0.32613868103340315
Impact	0.3260702393154583
Bcl6b	0.325877203387813
LOC102633315	0.3258330221138328
Rnf157	0.3257992740562223
Nucks1	0.32545669850323866
B3glct	0.32512318406526974
Rgs3	0.3251084228204476
Tmem104	0.32481437147578923
Tbc1d10c	0.32447847850987666
Amt	0.32447676274199094
C130036L24Rik	0.324475231054627
L3mbtl2	0.3241691273363498
Chst12	0.3240397471435198
2410016O06Rik	0.3237910180556917
Mtm1	0.32373887228212317
Plekhb2	0.3236760496391334
Thsd7a	0.32353059182865573
Pthlh	0.32325576272863304
Gp1ba	0.3230855286893542
Wdr59	0.3227125059937696
Stard13	0.3224121756511733
Ilvbl	0.32236186926880783
Shmt1	0.3222501303847388
Otop1	0.3221373929190558
Gm17769	0.3221361314668512
Abca5	0.32174406522313453
Ankrd13b	0.3215172913251917
Tceanc	0.32125401221013994
Lrpprc	0.32105397503413924
Slc25a42	0.32092335750247136
Mmp15	0.3205233309066739
Nbeal2	0.3202203552460745
BC065397	0.3201790580562637
Stx1a	0.31976766342628987
Dpp7	0.31943575270354835
Rpusd2	0.3188850115344619
Rrp9	0.3182494139571289
Hopx	0.31797530729424756
Dgkq	0.3178612821741351
Tmx4	0.3177791361828451
Rbm38	0.3175096900306214
Spsb2	0.31747348143141824
Ogdhl	0.3171017361866648
Hist1h2ag	0.3170994814137546
Slc35f1	0.317098171922012
Nt5c3b	0.3170821152912291
Gramd4	0.31694531737680115
Dgat2	0.3166708285587174
Neurl3	0.3166405817879903
Herc1	0.3165061462183328
Slc25a13	0.3164631545828283
Galnt11	0.31555771049150194
Dmtn	0.31468627906316887
E2f6	0.31456604316295056
Cox7c	0.3144521367747413
AW112010	0.31438771335733795
Desi2	0.31411381416170575
Zfp3	0.3138322749370136
Tac4	0.31382990935705196
Pofut2	0.3137885528087127
Trmt61a	0.31368186272071535
Agpat4	0.313143136224276
1110002L01Rik	0.31314069023733737
Nav1	0.31313337399525293
Cyba	0.31301547344595576
Mras	0.3129308654777079
Calr	0.31276064433596656
Slc12a9	0.3125753320389894
Adck1	0.31238691184737677
Elk1	0.31233519123085984
Rdh5	0.3122119343439459
Fam126a	0.31191919450572797
Myd88	0.3119155545034791
Prune2	0.31188493275338053
Tpgs2	0.3116787450134978
Gm1123	0.31153730924333717
Sgpp1	0.3115366229391291
Tssk4	0.3114816091702678
Nrep	0.31119845412293257
Ano10	0.3107966817196469
Etfb	0.31060710854451645
Spaca6	0.31055629414190344
Nhsl2	0.30976829634968306
Slc35f3	0.30955512811089864
Armcx1	0.30953160897215887
Cpne8	0.309445143273229
Pik3r3	0.3093563856524529
Enpp4	0.3087727422303466
Setmar	0.30837995245905386
Phf11d	0.30833850233001214
Pnp2	0.3081939254728144
Fermt3	0.30775930571148774
Dusp4	0.3074238869148553
Nova2	0.30738998082563573
Bphl	0.30711951949311894
Slc35c1	0.3070697110931232
Rft1	0.3070601295372551
Apbb3	0.3069744103943017
Nrip1	0.3066568937524422
Anpep	0.30631627882985196
Wdr36	0.30610996356039666
Ikbke	0.3059724092807187
Clstn1	0.30594791504166
Sipa1l2	0.3058733074544506
Ncoa5	0.30548584326695605
Gm15441	0.30536869137666983
Dpy19l3	0.3050739542033648
Glis2	0.3050219415717037
Tecpr2	0.30497549182984496
H6pd	0.30469134029097966
Gm10389	0.30443281838681213
Acer3	0.3042547814044334
Elovl6	0.3040265080382631
Bop1	0.304020992316743
Lrrc14b	0.3039352672482834
Heatr1	0.3036792507474469
Rsad1	0.30364985735418776
Heatr5b	0.303517960604244
Mall	0.3035026453588884
Tmed1	0.3034305071151076
Zfp341	0.3033879777371234
Tmem160	0.3033417500263679
2310022B05Rik	0.30319321794864756
Ston1	0.30316104548982503
B3gntl1	0.302998080065314
Slc8b1	0.3028574385483559
Ccl2	0.302674484633017
Gpsm3	0.3021224558548649
Zranb3	0.3020536676284278
Rbms3	0.3020499881277516
Mbtd1	0.3019011965793046
Pnpla6	0.3015090437902797
Tmem214	0.30150127450167297
Fbxw4	0.301363055430421
1810026J23Rik	0.30132006140530354
Zfp422	0.3008660933138361
Rap2c	0.3008076942746805
Bcap29	0.30076513459632237
Opn3	0.3007449063488693
Ubfd1	0.3006903036491781
Plscr4	0.300679296708084
Prrc2c	0.30040211793443883
Mtx3	0.30000999265727235
Cpb1	0.2999725608116575
Tfap4	0.29975691385361647
Fam83g	0.2997548816803261
Slc39a3	0.29967026370461924
Atp13a2	0.2996050060287514
Eid1	0.2995084665225883
Pdp1	0.299384857393838
Myh10	0.2990245538615485
Uckl1os	0.298945425173918
Zfp947	0.2984894099559737
Ears2	0.2984850344220909
Wdr60	0.2984840031922638
1700109H08Rik	0.2984834023617776
D830046C22Rik	0.2984833490905833
Gm2518	0.29848331830099323
Otos	0.29848227696316204
Slc35c2	0.2983425110478379
Nagk	0.29825762583674387
Daglb	0.29796779956947816
Slc39a6	0.2977262554564435
Sesn2	0.2977174937796042
Cnrip1	0.2975291328513227
Idua	0.29736936552146026
Rcc2	0.29703839620989086
Ficd	0.29695633478638206
Jam3	0.2967225864573178
Adam11	0.29592212215580954
Snx7	0.29576470734075133
Otud1	0.29568795248304286
Gemin5	0.2953286484940109
Olfm2	0.2952806032904756
Tec	0.29523941114109076
Dlg4	0.2951291221852166
Rhbdf1	0.29489989953528795
Prss23	0.29485613714455317
Nfix	0.2946354463659694
Nbas	0.2945658536041101
Med22	0.29428725999396493
Utp20	0.29426736558683086
Slc25a1	0.2940305646367727
Smim13	0.2940249354832218
Kdm5b	0.29385481547123593
Zeb2	0.2937782319184024
Slc17a5	0.2937683709710834
Mtg1	0.2937254952919648
Spryd7	0.293631798768856
Il17rd	0.2934288821161615
Eps8l2	0.2928973323607558
Cpa2	0.29277063035416667
5730480H06Rik	0.29277015475879403
Sat1	0.29207303960881825
Gbas	0.29164760476111984
Polr1a	0.29139203867029323
Larp4	0.29136853011317637
Tmem175	0.29124132036981737
Timp1	0.2908241042001502
Sstr2	0.2907242060594407
Slc22a5	0.29065637147177836
Atg7	0.290496757705003
Hmgcs1	0.2901319021182975
Cd200	0.29006899409451825
Pik3r6	0.2898004509592769
1700113A16Rik	0.2896408541908007
Crocc	0.2895051116832184
Hacl1	0.28940807109113614
Ifrd2	0.28924508168764285
Eid2	0.2890929702873978
P4ha2	0.28900027281729795
Cutc	0.2888801189152807
Irak4	0.28869463901504044
Papss2	0.28861423347815973
Iqsec2	0.28856544305586684
Acp1	0.28852009524958233
Ankrd10	0.28836404870512444
Vkorc1	0.28836163987034585
Nr4a3	0.28835961045117925
Rasa3	0.28827566368354685
Bmp1	0.2880550956404099
C330006A16Rik	0.28800509144552106
Atm	0.2879967641246138
Dcaf4	0.2878618012756515
Akt2	0.28781734390139296
Acsl1	0.2878041976962852
1190007I07Rik	0.2875968893214002
Cmtm8	0.28759334785311724
Slc41a1	0.28715449106887353
Chid1	0.28669219399678164
Tagln3	0.2865132429385745
E130112N10Rik	0.28651171981611606
Zglp1	0.28650989023850226
Gtf2h3	0.28643998456680203
Slc25a37	0.2862694305775902
Dpysl2	0.2861090593829402
Usp9x	0.2860857495278903
Panx1	0.28588415354661245
Ccdc92	0.2853486852271999
Abhd6	0.285264837694136
Stat2	0.28519506492207675
Prep	0.2851807656314089
Foxn3	0.2851088693870833
Serf1	0.2850339247151359
Spr	0.28502791253031207
L3hypdh	0.28460155289438654
Spef1	0.28459525896474297
Eml4	0.28457264946975347
BC005764	0.2844549016438901
Traf5	0.28442514857248313
Dgcr2	0.28431829707672446
Tpgs1	0.2840427115012251
Ctsh	0.2839948332889731
Foxo1	0.2838462413918526
Xrn1	0.2838381518815764
Zfp457	0.28383697381180945
Pcdhb17	0.2836685457087165
Tab1	0.2834071232607479
Pigs	0.28333574716080573
Dnmt3a	0.2833291769795595
Slc27a1	0.28318114772532615
Glis3	0.2830886447029043
Fam118a	0.2828943195865009
Crat	0.2828510062760971
A430078G23Rik	0.28254142119493064
Pecr	0.28249573347400675
Hs3st1	0.28227158633117577
Cth	0.2819955772933185
Cxcr3	0.2819923821349321
Mlh1	0.28156942447123673
Sipa1l1	0.28148003011206224
Tshz3	0.2813506592362018
Gga3	0.28115966905450046
Ldha	0.2811409591089714
H2-K1	0.28102597650479666
2010111I01Rik	0.2809969763710799
Zfp467	0.28098701697551803
Cd44	0.2808582048013277
Cdk20	0.28064835562568524
A930015D03Rik	0.28064395998845626
Ranbp6	0.2806033043282325
Ybey	0.28057754085368336
Gpr180	0.28049813860681094
Dcun1d2	0.28032825686465135
Neurl4	0.28022610333040654
Sipa1l3	0.2801114018091456
Sulf2	0.2800319073742214
Frmd4a	0.2796588696899831
Atp13a1	0.27954078492314177
Kctd11	0.27911829875207966
Flna	0.27904581913615195
Fads3	0.2787883295506994
Ddr2	0.278738532028693
Ptprj	0.27865223511660137
Pigb	0.2786261517990932
Chil4	0.2781631741649278
Dleu2	0.2781619095410311
Tcof1	0.2780387518980912
Srd5a1	0.2780173527656932
Tsfm	0.2778497010296566
Bicd1	0.2777878464723575
Exoc6	0.27754706786808314
Tm4sf1	0.27736865799131233
Amot	0.2773390075729438
Aldh4a1	0.27727792820661196
2310039L15Rik	0.2771737447546297
Gm7609	0.2771728924664794
Lipt1	0.27678946949508393
Nek8	0.2767888808788611
Fkbp9	0.2767292231541114
Zdhhc8	0.27661835958258274
Lclat1	0.27661531601300127
Camk1d	0.27659868450491926
Tmeff1	0.27645798904648433
Net1	0.2764039797795715
Sh3rf1	0.2763545459032799
Slc9b1	0.2761639695045522
Icos	0.2759142616128142
Sigmar1	0.2757884565760108
Sgsh	0.27577172498417357
Abhd17c	0.27568894907552977
Nr2c1	0.2755464721150413
2310022A10Rik	0.2753411962913194
Col4a1	0.27509692990991896
Imp3	0.27504125311211025
Dak	0.2749754681028357
Galk1	0.27456210069138576
Fgf1	0.2744695541984846
Srm	0.27427588509176004
Acadl	0.27420900206952764
Mnd1	0.27411865111686073
Sertad3	0.274019283829951
Tmem238	0.27395521348946084
Farp2	0.2739362269645333
1500015A07Rik	0.27368320021672293
Fut11	0.2734570740694069
Cfb	0.27325859153252735
Ehd1	0.2732316531505369
1810055G02Rik	0.2731899643610478
Bcdin3d	0.2731071956227435
Rbm19	0.27299328660358474
Ptgr2	0.2727557027922922
Fhl2	0.2726034345649901
4931428F04Rik	0.27235329983442896
Tgfbr2	0.27207777969514024
Slc24a5	0.27201425681991626
Tha1	0.27201267689415237
Ly6g6e	0.27201235917265215
E130102H24Rik	0.2720122696083766
Pygm	0.27201147066143655
Cpt1a	0.2719567613103778
Atr	0.27185328157183747
Fryl	0.2714734357226478
