,logFC,AveExpr,t,P.Value,adj.P.Val,B
Trib3,-0.211280175,4.76341605,-0.079306576,0.938223313,0.999996286,-4.601606384
Kdm6a-2,0.102751145,1.561281972,0.079304103,0.938225235,0.999996286,-4.596353843
LOC100363065,0.171912308,3.391779953,0.079280852,0.938243305,0.999996286,-4.598534408
Frmd4a,0.248962764,5.196273397,0.079259451,0.938259937,0.999996286,-4.602622307
LOC500584,0.202168617,3.966902864,0.079211731,0.938297024,0.999996286,-4.599718152
RGD1563294,-0.296747094,5.868446389,-0.079188417,0.938315144,0.999996286,-4.603929134
Fgd1,-0.202217275,4.01644194,-0.079155041,0.938341083,0.999996286,-4.599830547
Slc25a33,-0.150429622,2.972155285,-0.079034303,0.938434921,0.999996286,-4.597833896
Hmox1,0.278500272,5.592073193,0.079023825,0.938443064,0.999996286,-4.60344502
Smg1,0.398389941,8.223001764,0.079022943,0.938443749,0.999996286,-4.604537778
Ankrd50,-0.29520777,6.025437806,-0.078991864,0.938467904,0.999996286,-4.604171555
Steap2,0.288002369,6.161839627,0.078971888,0.938483429,0.999996286,-4.604359264
Adck1,-0.158957929,2.996357856,-0.078969667,0.938485156,0.999996286,-4.59787064
Commd6,-0.203176745,3.98667284,-0.07893896,0.938509021,0.999996286,-4.599763753
Rsbn1l,0.248521197,5.017904906,0.078929302,0.938516527,0.999996286,-4.602213109
Anp32a,-0.337151459,7.04197939,-0.078914281,0.938528201,0.999996286,-4.604927114
Cybb,-0.078385286,1.442904041,-0.078899788,0.938539466,0.999996286,-4.59627596
Bod1l1,0.33579062,6.964689572,0.078896778,0.938541805,0.999996286,-4.604917683
Tyw5,0.152416033,3.031263247,0.078882843,0.938552635,0.999996286,-4.59792461
Spata18,0.118293659,1.919413484,0.078876588,0.938557497,0.999996286,-4.596626456
Clptm1l,-0.299762579,6.2339055,-0.078874764,0.938558915,0.999996286,-4.604446612
Scyl3,0.239113512,4.742291815,0.078856928,0.938572777,0.999996286,-4.601556372
Rara,-0.317475232,6.601930333,-0.078832165,0.938592023,0.999996286,-4.604779165
Zfp639,0.268894819,5.499523582,0.078820673,0.938600955,0.999996286,-4.603263495
Txlng,0.247074028,5.016878321,0.078815726,0.9386048,0.999996286,-4.602210832
Apc2,-0.161573379,3.117833051,-0.078758251,0.93864947,0.999996286,-4.598062451
Zfand4,-0.120415691,2.384288934,-0.078753882,0.938652866,0.999996286,-4.597073178
Tmem200c,-0.215890757,4.23020513,-0.078717216,0.938681363,0.999996286,-4.600328404
Tipinl1,0.247726222,4.926996302,0.078706871,0.938689404,0.999996286,-4.601998533
Eml1,-0.266852213,5.103288385,-0.078699236,0.938695338,0.999996286,-4.602411163
Impdh1,-0.312644569,6.457313166,-0.078670196,0.938717908,0.999996286,-4.604673923
Pick1,-0.208146163,4.143090546,-0.078642197,0.938739669,0.999996286,-4.600124328
LOC103693419,-0.134240277,2.263335382,-0.078617046,0.938759217,0.999996286,-4.596945435
Rnf166,-0.24821194,5.033033066,-0.078597158,0.938774675,0.999996286,-4.60224923
Mdh2,-0.312320841,6.46946194,-0.078596143,0.938775464,0.999996286,-4.604684414
Chodl,-0.133507511,2.597942278,-0.078590436,0.938779899,0.999996286,-4.597321123
Stub1,-0.291512163,5.939514122,-0.078577643,0.938789842,0.999996286,-4.604045141
Ap5z1,-0.220150206,4.388942486,-0.078571978,0.938794245,0.999996286,-4.600707057
Igdcc4,-0.364444363,7.681286617,-0.078524365,0.938831252,0.999996286,-4.604807746
Adam9,0.26262769,5.503517539,0.078520916,0.938833932,0.999996286,-4.603271752
Mettl2b,0.20977918,4.16576929,0.078501758,0.938848823,0.999996286,-4.600178302
Lacc1,-0.158392426,3.024180192,-0.078496998,0.938852523,0.999996286,-4.597913747
Idi1,0.300406218,6.047850422,0.078486007,0.938861065,0.999996286,-4.60420425
Emilin2,0.183908359,3.803455673,0.078475189,0.938869473,0.999996286,-4.599358002
R3hcc1,-0.255014047,5.20517005,-0.07846472,0.93887761,0.999996286,-4.602643444
LOC100911685,0.070506648,0.877464311,0.078423653,0.938909528,0.999996286,-4.595972951
LOC100911625,0.115306089,1.662011442,0.078415275,0.938916041,0.999996286,-4.596425177
Dnase1l1,-0.222760465,4.332662765,-0.078405495,0.938923642,0.999996286,-4.600573608
LOC100365259,0.237254169,4.735607967,0.078401342,0.93892687,0.999996286,-4.601540993
LOC102550935,0.1533996,3.02243569,0.078375279,0.938947127,0.999996286,-4.597911092
Prpsap2,-0.245994719,5.04631917,-0.078349367,0.938967267,0.999996286,-4.602281087
Ccbe1,0.102673787,0.827176267,0.078337441,0.938976536,0.999996286,-4.595950691
Fkbpl,-0.150162801,2.85915382,-0.078301555,0.939004428,0.999996286,-4.597668432
LOC103691987,-0.114969192,1.847468235,-0.078282222,0.939019455,0.999996286,-4.596567494
Ube4a,0.330711647,6.966646556,0.078265407,0.939032525,0.999996286,-4.604919088
Sec61a2,0.302701324,6.31126319,0.078256499,0.939039448,0.999996286,-4.604536897
Grk6,-0.271210618,5.689245335,-0.078234785,0.939056325,0.999996286,-4.603623328
Enthd2,-0.227615191,4.45686399,-0.078231423,0.939058938,0.999996286,-4.600870121
Spopl,0.226785442,4.463874434,0.078197717,0.939085137,0.999996286,-4.600887166
Mipol1,0.192157204,3.748762467,0.07819451,0.939087629,0.999996286,-4.599240281
Ckap2l,0.237605107,4.809968021,0.078194106,0.939087943,0.999996286,-4.601719303
RGD1310712,0.309313054,6.389655902,0.078186174,0.939094109,0.999996286,-4.604613581
Tmco6,0.176192025,3.44556263,0.078132937,0.939135487,0.999996286,-4.598635591
Aebp1,-0.371928156,8.052938202,-0.078118893,0.939146403,0.999996286,-4.604635831
Wdpcp,0.117166878,2.279931318,0.078114322,0.939149956,0.999996286,-4.596962579
Pknox2,-0.156488126,3.220639504,-0.078085797,0.939172128,0.999996286,-4.598233271
LOC103693638,-0.124469347,2.486326033,-0.078082895,0.939174383,0.999996286,-4.59718784
LOC102555644,0.193358585,3.795784522,0.078078307,0.939177949,0.999996286,-4.599341567
Ncoa3,0.294018407,6.17184713,0.0780524,0.939198086,0.999996286,-4.604372946
LOC102556967,0.226519597,4.597003794,0.078044458,0.939204259,0.999996286,-4.601207544
Stat5a,-0.224621963,4.7107906,-0.078042629,0.93920568,0.999996286,-4.601482749
Plk3,0.107073671,2.039942586,0.078031695,0.939214179,0.999996286,-4.5967317
Wnt9a,-0.198400014,3.925805415,-0.07800718,0.939233234,0.999996286,-4.599625752
Pole,0.295983811,6.038705509,0.077995916,0.939241989,0.999996286,-4.60419199
Rpgr,0.172938755,3.16515266,0.077970959,0.939261387,0.999996286,-4.598140041
LOC102555439,0.260524404,5.405826365,0.077961252,0.939268932,0.999996286,-4.603077255
Sall1,-0.269864975,5.510344629,-0.077931712,0.939291892,0.999996286,-4.603285994
Lrp10,-0.288859894,6.101088923,-0.077911296,0.939307762,0.999996286,-4.60428074
Tmem39b,-0.225962974,4.624349447,-0.077896248,0.939319457,0.999996286,-4.601273166
LOC102554754,-0.121733339,2.383960519,-0.077895494,0.939320044,0.999996286,-4.597073108
Pdzd8,0.31570061,6.638771835,0.077862623,0.939345593,0.999996286,-4.604803773
Mknk1,-0.231046828,4.667219526,-0.077850605,0.939354935,0.999996286,-4.601377185
Tbc1d13,-0.259476278,5.396297097,-0.077797689,0.939396065,0.999996286,-4.603057169
Echdc1,-0.210726616,4.186898936,-0.077794177,0.939398795,0.999996286,-4.600228002
RT1-T24-3,-0.114760191,2.020805543,-0.077756181,0.939428329,0.999996286,-4.59671472
Sgpl1,-0.277787917,5.85424855,-0.07774328,0.939438357,0.999996286,-4.603908312
Stra13,-0.224310289,4.345098947,-0.077709749,0.93946442,0.999996286,-4.600604285
Slc27a6,0.204684069,4.066830497,0.077677689,0.93948934,0.999996286,-4.599946675
Ctsh,0.298891546,6.295804536,0.077676378,0.939490359,0.999996286,-4.60452055
LOC501116,0.253770358,5.32451483,0.077610386,0.939541653,0.999996286,-4.602904369
Myo9a,0.29725376,6.221326462,0.0776092,0.939542576,0.999996286,-4.604433686
Zfhx2,-0.160764523,2.930445942,-0.077563598,0.939578022,0.999996286,-4.597772613
Agbl3,0.242362799,4.877701589,0.077523874,0.939608899,0.999996286,-4.601884118
Fam181b,0.084493654,-0.107948457,0.077515109,0.939615712,0.999996286,-4.595639315
Zfp191,0.278873215,5.79967676,0.077478513,0.939644158,0.999996286,-4.60381904
LOC100359505,0.108677437,2.168498339,0.077472652,0.939648714,0.999996286,-4.596851719
Peg10,0.332664568,7.094054628,0.077467599,0.939652642,0.999996286,-4.604931321
Lrrc57,-0.194820663,3.865892597,-0.077462616,0.939656515,0.999996286,-4.599493302
B3gntl1,0.23551369,4.783122635,0.077447495,0.939668269,0.999996286,-4.601655695
Elf1,0.228899766,4.789300844,0.07740204,0.939703601,0.999996286,-4.601670506
Fam20a,-0.192553702,3.758125506,-0.077393305,0.939710391,0.999996286,-4.599260837
Slmo2,-0.267146198,5.450473727,-0.077386229,0.939715891,0.999996286,-4.603168164
Pten,0.251723432,5.209138444,0.077365188,0.939732246,0.999996286,-4.602653843
Zfhx4,0.320528118,6.968836185,0.07734003,0.939751802,0.999996286,-4.604921012
Cln5,-0.152954525,3.106548758,-0.077324466,0.9397639,0.999996286,-4.598045124
Ube2e2,-0.218873467,4.539917313,-0.077298637,0.939783977,0.999996286,-4.601072111
Clec2l,0.0701809,0.441413113,0.077293615,0.939787881,0.999996286,-4.595800769
LOC501406,-0.113383409,2.130573859,-0.077286684,0.939793268,0.999996286,-4.596815434
Alms1,0.287686852,6.017163885,0.077236317,0.93983242,0.999996286,-4.604162223
Dpy19l4,0.250103736,5.148292651,0.077207002,0.939855206,0.999996286,-4.602515365
Abcb7,0.189193042,3.798946658,0.07720617,0.939855853,0.999996286,-4.5993491
Ak2,-0.280936747,5.944431271,-0.07719339,0.939865787,0.999996286,-4.604055166
Dennd2c,-0.14299533,2.748730372,-0.077175724,0.939879519,0.999996286,-4.597516269
Rnf213,-0.163339939,3.14616034,-0.07714592,0.939902687,0.999996286,-4.598109186
Qsox1,-0.289843031,6.134252392,-0.077133948,0.939911993,0.999996286,-4.604327774
Tln2,-0.279383532,5.824768572,-0.077120693,0.939922296,0.999996286,-4.603860768
Rnls,-0.096472787,1.69737548,-0.077109635,0.939930892,0.999996286,-4.596451324
Prkg2,0.323448541,6.688668693,0.077095928,0.939941547,0.999996286,-4.604832209
Rogdi,-0.224307083,4.701369985,-0.077092927,0.93994388,0.999996286,-4.601461147
Ube2l3-2,-0.261564961,5.403232373,-0.077087096,0.939948412,0.999996286,-4.603072895
LOC102548822,-0.069723893,0.270701212,-0.077076158,0.939956915,0.999996286,-4.595744825
LOC100911260,0.07148566,0.097037616,0.077058513,0.93997063,0.999996286,-4.595693505
Prkar1b,0.172733713,3.387946099,0.077043243,0.9399825,0.999996286,-4.598528659
Mafk,0.182729239,3.634574789,0.077024536,0.939997042,0.999996286,-4.599005629
P2ry4,0.276027901,5.101802569,0.076964327,0.940043845,0.999996286,-4.602409937
LOC102557354,0.245752431,5.176693079,0.076951875,0.940053524,0.999996286,-4.602580402
Ifngr2,-0.216217532,4.496937066,-0.076893857,0.940098623,0.999996286,-4.600968673
Emilin1,-0.380064615,8.236599573,-0.076889174,0.940102263,0.999996286,-4.604533168
Csnk2b,-0.274060891,5.720067595,-0.076869744,0.940117367,0.999996286,-4.603680898
Magt1,0.276308355,5.66442211,0.076867496,0.940119115,0.999996286,-4.603580609
RGD1564247,0.081455797,0.609588291,0.076866367,0.940119993,0.999996286,-4.595861955
LOC103694537,-0.244100152,5.112717729,-0.076845264,0.940136397,0.999996286,-4.602434901
Epor,-0.083412975,0.660531917,-0.076824499,0.940152538,0.999996286,-4.595881724
Zfp295,0.295997367,6.203537153,0.076746051,0.94021352,0.999996286,-4.604413863
Rgmb,-0.293861221,6.395731842,-0.076724863,0.94022999,0.999996286,-4.604621463
Carhsp1,-0.229959935,4.727886051,-0.076639303,0.9402965,0.999996286,-4.601524612
Npepo,0.296404123,6.271685802,0.076619105,0.940312202,0.999996286,-4.604494851
Nrp1,0.304505761,6.529306125,0.07661905,0.940312244,0.999996286,-4.604733534
Zfp958,0.195245672,4.022567481,0.076611279,0.940318285,0.999996286,-4.599846398
Dkc1,-0.328291995,6.990323311,-0.076609312,0.940319814,0.999996286,-4.60492558
Mbnl1,0.318395256,6.857369264,0.076588325,0.940336128,0.999996286,-4.604899214
Rfc5,0.221452952,4.464009638,0.076555114,0.940361946,0.999996286,-4.600889095
Ticam1,0.205878517,3.86247526,0.076517175,0.940391438,0.999996286,-4.599486535
Hif1an,0.210536457,4.190022597,0.076511256,0.940396039,0.999996286,-4.600236326
Fdft1,0.303225758,6.33695623,0.076504502,0.94040129,0.999996286,-4.604565386
Zfp644,0.308355638,6.607959317,0.076479772,0.940420513,0.999996286,-4.604786919
Irgq,-0.242432724,4.970602034,-0.076475865,0.940423551,0.999996286,-4.602103922
Lcat,0.247745867,5.105503545,0.07641953,0.940467344,0.999996286,-4.602419005
Timm23,0.177708293,3.542416908,0.076416244,0.940469899,0.999996286,-4.598821196
LOC683077,-0.301429942,6.517188724,-0.07640427,0.940479207,0.999996286,-4.604725268
Dact1,-0.293864928,6.360809775,-0.076402174,0.940480836,0.999996286,-4.604588682
Bag4,0.194192872,3.869041256,0.076399072,0.940483248,0.999996286,-4.599500974
Alkbh8,0.230872597,4.749743567,0.076364228,0.940510334,0.999996286,-4.601576859
LOC103690522,0.12257573,2.261881468,0.076323843,0.940541729,0.999996286,-4.596944662
RGD1310852,-0.130266164,2.559721236,-0.076294004,0.940564925,0.999996286,-4.597275547
Rab11b,-0.301842577,6.566706504,-0.076291103,0.94056718,0.999996286,-4.604760463
Gypc,0.223502532,4.758125582,0.076289447,0.940568467,0.999996286,-4.601597002
Pex13,-0.196190696,4.069014735,-0.07626005,0.94059132,0.999996286,-4.599952848
Prcc,-0.272391044,5.775944004,-0.076208554,0.940631352,0.999996286,-4.603781428
S100a11,-0.303369474,6.606550114,-0.076183071,0.940651162,0.999996286,-4.604786479
Dlx5,-0.268619896,5.832415125,-0.076168422,0.94066255,0.999996286,-4.603874765
LOC102552284,0.170259773,3.421424823,0.076144112,0.940681448,0.999996286,-4.598591269
Mospd3,-0.252301283,5.331276018,-0.076136929,0.940687032,0.999996286,-4.602920656
Zhx1,0.26396839,5.610464904,0.07612782,0.940694114,0.999996286,-4.603483324
Zufsp,-0.229663622,4.722051467,-0.076061387,0.940745758,0.999996286,-4.601511448
Nme7,0.184310691,3.856445668,0.076044909,0.940758568,0.999996286,-4.599473749
Ahrr,0.291392721,5.440404677,0.07603081,0.940769528,0.999996286,-4.603150099
Adamts19,0.180428121,3.74098053,0.076028222,0.940771541,0.999996286,-4.599225256
Cadm1,0.201713276,4.427819105,0.076025561,0.940773609,0.999996286,-4.600802412
Bin1,-0.267163052,5.57924107,-0.075972628,0.940814759,0.999996286,-4.603424251
Mtmr14,0.191486764,4.044805476,0.075940023,0.940840106,0.999996286,-4.5998975
Gnl3l,0.269395129,5.637144603,0.075932369,0.940846056,0.999996286,-4.603532034
Edrf1,0.253498108,5.327464192,0.075923121,0.940853246,0.999996286,-4.602912828
Amz1,-0.141174591,2.588665261,-0.075908092,0.940864929,0.999996286,-4.597310747
Ccne2,0.252572499,5.357017518,0.075891113,0.940878129,0.999996286,-4.602975976
Serpinf1,-0.342907545,7.652461023,-0.075887198,0.940881172,0.999996286,-4.604822818
Lgals3,0.323935893,7.148322861,0.075871079,0.940893704,0.999996286,-4.604933387
Zcrb1,-0.215065295,4.423234115,-0.07585019,0.940909943,0.999996286,-4.600791648
LOC685279,0.072171325,1.164005653,0.075824224,0.940930129,0.999996286,-4.596113923
Sphk1,0.114097888,2.144202082,0.075824091,0.940930232,0.999996286,-4.596828838
Qrsl1,-0.134624964,2.658281588,-0.07582019,0.940933265,0.999996286,-4.59739788
Tpm1,-0.355468328,7.740325672,-0.075812868,0.940938957,0.999996286,-4.604789251
Grpel2,-0.200265274,4.051479054,-0.075769042,0.940973028,0.999996286,-4.599912945
Ube2d1,-0.166898125,3.370646422,-0.075759613,0.940980358,0.999996286,-4.598497769
Zfp839,-0.153390499,3.063255479,-0.075730985,0.941002614,0.999996286,-4.597976569
Spg11,0.281156316,5.990191733,0.075729549,0.94100373,0.999996286,-4.604125401
FAM120C,0.141068682,2.782514001,0.075726845,0.941005833,0.999996286,-4.597562406
RGD1563888,0.242422816,5.102628622,0.075722078,0.941009538,0.999996286,-4.602413318
Mrpl54,-0.227558326,4.693923464,-0.075718997,0.941011934,0.999996286,-4.601444512
LOC100909597,0.262876075,5.580398588,0.07569983,0.941026834,0.999996286,-4.603426892
Ckap4,-0.413007572,9.039187146,-0.075692652,0.941032415,0.999996286,-4.603980487
LOC691056,-0.188218882,3.836916187,-0.0756897,0.941034709,0.999996286,-4.599431814
Acss2,0.227571597,4.482234309,0.075679486,0.94104265,0.999996286,-4.60093425
Atf2,0.272990818,5.871478582,0.075674882,0.94104623,0.999996286,-4.603939273
Rasa3,0.268773946,5.649741392,0.075644005,0.941070234,0.999996286,-4.603555428
Zim1,0.389193278,8.614701419,0.075612077,0.941095056,0.999996286,-4.604290278
LOC690911,0.345712,7.508761068,0.075589667,0.941112477,0.999996286,-4.604871411
Ogfod3,-0.203961996,4.389999093,-0.0755776,0.941121859,0.999996286,-4.600712386
Serinc5,0.383140227,8.449456298,0.075569498,0.941128158,0.999996286,-4.604401749
Nup155,0.272422878,5.657756781,0.075553943,0.94114025,0.999996286,-4.603570226
Gyg1,-0.181073603,3.762257127,-0.075551562,0.941142101,0.999996286,-4.59927096
Nfatc2ip,-0.138474612,2.733723743,-0.075551006,0.941142533,0.999996286,-4.597496887
Acaca,0.311108563,6.751401399,0.07553513,0.941154876,0.999996286,-4.604862768
LOC100911597,-0.183318246,3.886543415,-0.075516961,0.941169001,0.999996286,-4.599540083
LOC680142,0.259025142,5.53896073,0.075502719,0.941180073,0.999996286,-4.603345897
LOC102549218,0.079688309,-0.446241787,0.075450914,0.941220348,0.999996286,-4.595562999
Bdh1,0.269166716,5.632426169,0.075424526,0.941240863,0.999996286,-4.603524144
Ap2s1,-0.215989265,4.491609163,-0.075396352,0.941262766,0.999996286,-4.600957194
Trpm7,0.354086928,7.727706692,0.075372083,0.941281634,0.999996286,-4.604794999
Comp,-0.513782106,11.38057457,-0.075369119,0.941283938,0.999996286,-4.602054008
Fam102a,-0.265274408,5.742740622,-0.075350816,0.941298168,0.999996286,-4.603723697
Hist3h2a,0.119495939,2.654004926,0.075316269,0.941325026,0.999996286,-4.597392603
Cenpl,0.147998488,2.947514874,0.075310558,0.941329466,0.999996286,-4.597798767
Chaf1b,-0.189197626,3.783086767,-0.075302933,0.941335394,0.999996286,-4.599315927
Edil3,0.337202165,7.649795224,0.075229342,0.941392607,0.999996286,-4.604824865
Casp7,-0.204323391,4.408224633,-0.075223851,0.941396876,0.999996286,-4.600756299
LOC679346,0.264831705,5.605806159,0.075194651,0.941419577,0.999996286,-4.603476115
Spryd3,-0.262687879,5.605667289,-0.075171319,0.941437717,0.999996286,-4.603475891
Pld1,0.235634093,5.02631469,0.07516433,0.941443151,0.999996286,-4.602237433
Rbks,0.095699077,1.935398674,0.075155319,0.941450156,0.999996286,-4.596640909
Fgfr2,0.406778892,9.087326232,0.075114314,0.941482035,0.999996286,-4.60394459
Kdm2b,-0.259964683,5.539576575,-0.075073322,0.941513905,0.999996286,-4.603347699
Kctd2,-0.168145681,3.414880069,-0.075039742,0.941540012,0.999996286,-4.598579675
LOC690035,0.269840253,5.720839524,0.075015518,0.941558846,0.999996286,-4.60368492
Aen,0.271905574,5.323430212,0.075012166,0.941561451,0.999996286,-4.602905429
Hps5,0.239825027,5.019763332,0.074995274,0.941574584,0.999996286,-4.602222169
Fam219a,-0.186015565,3.875926532,-0.07498035,0.941586187,0.999996286,-4.599517119
RGD1565685,0.238147985,4.87275626,0.074977813,0.94158816,0.999996286,-4.601874994
RGD1561034,0.164153353,3.158385485,0.074962771,0.941599854,0.999996286,-4.598130375
Gtf3c5,-0.237117633,5.077461119,-0.074961676,0.941600705,0.999996286,-4.602357367
Cops6,-0.266467399,5.705201102,-0.074955137,0.941605789,0.999996286,-4.603656717
Ppapdc2,-0.164415724,3.333939293,-0.074954991,0.941605903,0.999996286,-4.598432247
Ddit3,-0.222025127,4.927175963,-0.074945544,0.941613248,0.999996286,-4.60200329
RGD1562272,0.092190787,1.799139862,0.074943473,0.941614857,0.999996286,-4.596529591
Klhdc8b,-0.243851417,4.840453634,-0.074923216,0.941630606,0.999996286,-4.60179684
Ddb2,0.210966562,4.39692183,0.074892611,0.941654401,0.999996286,-4.600729523
Urb1,0.285018784,6.174269935,0.074885944,0.941659585,0.999996286,-4.604380785
Mkln1,0.249551803,5.37384729,0.074885246,0.941660127,0.999996286,-4.603013406
Tp53i13,-0.211022486,4.57727917,-0.074870191,0.941671832,0.999996286,-4.601163294
Efcab1,0.226554848,4.37157988,0.074854235,0.941684237,0.999996286,-4.600669424
Taf8,0.248801789,5.33145721,0.074838619,0.941696378,0.999996286,-4.602922706
Zfp281,0.223908856,4.675832198,0.07479403,0.941731045,0.999996286,-4.601401274
Sts,0.093956634,1.97415406,0.074791343,0.941733134,0.999996286,-4.596674378
Pdha1,0.236878935,5.100550099,0.074755913,0.94176068,0.999996286,-4.602409756
Cd320,0.183145776,3.910554891,0.074747446,0.941767263,0.999996286,-4.599593937
Asb5,-0.075824844,0.954624155,-0.074676321,0.941822562,0.999996286,-4.596009099
Etl4,-0.248470377,5.694272418,-0.07466638,0.94183029,0.999996286,-4.603637419
Khdrbs3,0.214080726,4.896045324,0.074657267,0.941837376,0.999996286,-4.601930817
LOC102557550,-0.10084689,-0.71059918,-0.074653829,0.941840049,0.999996286,-4.595512581
Dstnl1,0.283501144,6.107351877,0.074649487,0.941843425,0.999996286,-4.604294425
LOC103691125,0.23731368,5.01950136,0.074645623,0.941846428,0.999996286,-4.602221956
Ankfy1,0.333314466,7.241962153,0.074633946,0.941855507,0.999996286,-4.604928422
Asap2,0.23127443,4.947590759,0.074632737,0.941856447,0.999996286,-4.602051908
Prdx5,-0.228477748,4.950711399,-0.074546379,0.941923589,0.999996286,-4.602059421
Necap2,-0.264337589,5.666159567,-0.074545042,0.941924629,0.999996286,-4.603587037
Ap5m1,0.210116111,4.403059212,0.074531964,0.941934797,0.999996286,-4.600744538
Ash1l,0.364058833,8.013526374,0.074519188,0.94194473,0.999996286,-4.604662182
Etv5,0.272312142,6.130104576,0.074506405,0.941954669,0.999996286,-4.604326305
Fam20c,0.257437292,5.713954101,0.074478799,0.941976133,0.999996286,-4.603673198
Mras,0.269484088,5.997759069,0.074451339,0.941997483,0.999996286,-4.604138227
Zfp35,0.180952162,3.859100354,0.074439471,0.94200671,0.999996286,-4.599480674
5-Sep,0.334373153,7.305454855,0.074438964,0.942007104,0.999996286,-4.604919847
Arrdc3,0.255530455,5.755479841,0.074412761,0.942027476,0.999996286,-4.603747737
Arid1b-2,-0.240366067,5.291933583,-0.074394273,0.942041851,0.999996286,-4.602838765
Lpcat4,-0.175598966,3.563245375,-0.074379776,0.942053123,0.999996286,-4.598863493
Flrt3,-0.207362303,4.628979591,-0.074362464,0.942066583,0.999996286,-4.601287956
Tek,0.127621567,2.698953348,0.07431403,0.94210424,0.999996286,-4.597451221
Riiad1,-0.069597342,0.011314998,-0.074307705,0.942109158,0.999996286,-4.595670317
Tecpr1,-0.234855595,4.962498242,-0.074296234,0.942118077,0.999996286,-4.602087396
LOC102553471,-0.12450143,-1.217977987,-0.074291472,0.942121779,0.999996286,-4.595433719
Krt10,0.18374385,3.864770931,0.074236704,0.942164362,0.999996286,-4.599493188
Eno1,-0.348299112,7.559810877,-0.074223766,0.942174422,0.999996286,-4.604858387
RGD1564124,0.228405236,4.936800526,0.074198498,0.942194068,0.999996286,-4.60202683
Prmt2,-0.219761819,4.608690571,-0.074184155,0.94220522,0.999996286,-4.601239336
LOC103690377,0.065732005,0.133651791,0.074161785,0.942222612,0.999996286,-4.595704166
Zfp870,-0.128941629,2.568722882,-0.074155757,0.942227299,0.999996286,-4.597287165
Gskip,-0.16844827,3.441287112,-0.074141936,0.942238046,0.999996286,-4.598629856
Ppm1k,0.201380819,4.414252958,0.074107253,0.942265012,0.999996286,-4.600771837
Polr3b,0.225819753,4.94404573,0.07409321,0.942275931,0.999996286,-4.602044101
Zscan18,-0.178243388,3.527840263,-0.074070565,0.942293537,0.999996286,-4.598794224
Ankrd37,0.118541335,2.196002066,0.074066797,0.942296467,0.999996286,-4.596879551
Lclat1,-0.165443048,3.401465677,-0.074053477,0.942306824,0.999996286,-4.598555319
Zbtb10,0.193304768,4.171468811,0.074045691,0.942312877,0.999996286,-4.600195469
Pcdh18,-0.299036848,6.841057262,-0.074043935,0.942314243,0.999996286,-4.604898602
Lsm7,-0.201287182,4.219251472,-0.074043623,0.942314486,0.999996286,-4.600306611
Scamp2,-0.255881491,5.677797485,-0.074043246,0.942314779,0.999996286,-4.603608687
Gpi,-0.370043731,8.145955195,-0.074040522,0.942316897,0.999996286,-4.604590425
Cdon,0.373131955,8.480940214,0.074038392,0.942318552,0.999996286,-4.604383067
Zfp799,0.226678435,4.894891683,0.074011936,0.942339123,0.999996286,-4.60192885
Cd82,-0.238861425,5.109073542,-0.073993869,0.94235317,0.999996286,-4.602430027
Npc2,-0.303093535,6.617025554,-0.073991485,0.942355024,0.999996286,-4.60479675
Nsun6,0.192867878,3.971110003,0.073980916,0.942363242,0.999996286,-4.599731845
Gna11,-0.24293956,5.231282988,-0.073973994,0.942368624,0.999996286,-4.602708523
LOC102554315,0.17991986,3.739550566,0.073970328,0.942371474,0.999996286,-4.599223611
Cthrc1,-0.348627732,8.126988471,-0.073948527,0.942388425,0.999996286,-4.604601455
Ankrd13c,0.172566162,3.585642318,0.073937566,0.942396947,0.999996286,-4.598908491
Gem,-0.095335741,1.39614909,-0.073937477,0.942397017,0.999996286,-4.596247591
Efemp2,-0.32154451,7.33390228,-0.073891508,0.942432759,0.999996286,-4.604916164
Aurka,-0.195736662,3.920389128,-0.073849246,0.942465619,0.999996286,-4.599616652
Syngr2,-0.209840682,4.403520834,-0.073835307,0.942476457,0.999996286,-4.600746279
Ebf4,-0.232927753,5.005739268,-0.073824334,0.942484989,0.999996286,-4.602190218
Cpeb4,0.282601833,6.236636111,0.07382087,0.942487683,0.999996286,-4.604457687
Mtg1,0.188434056,3.963481225,0.073817463,0.942490331,0.999996286,-4.599714456
LOC100365810,0.280271672,6.220968564,0.073764724,0.942531338,0.999996286,-4.604439155
Vamp7,0.241291016,5.194619326,0.073755384,0.942538601,0.999996286,-4.602625457
LOC102551271,0.078316445,1.214435915,0.07371934,0.942566626,0.999996286,-4.596141595
LOC100361008,-0.133885625,2.852252497,-0.07371043,0.942573554,0.999996286,-4.597660505
Ptprd,-0.317567974,7.374808274,-0.073700839,0.942581012,0.999996286,-4.604908849
Ankrd53,0.20982776,4.166911429,0.073690694,0.9425889,0.999996286,-4.600185037
LOC100360781,0.234207357,5.173662336,0.073648312,0.942621853,0.999996286,-4.602577501
Rbm27,0.277392798,6.066115961,0.073631625,0.942634828,0.999996286,-4.604237642
Tm4sf1,-0.169687568,3.463280314,-0.07362938,0.942636574,0.999996286,-4.59867146
RGD1311595,0.278560491,6.195122549,0.073618166,0.942645293,0.999996286,-4.604408265
Arl11,0.074710865,1.241949873,0.073609701,0.942651876,0.999996286,-4.596156914
Rims1,-0.130929837,3.036922114,-0.073607462,0.942653616,0.999996286,-4.597935955
Pirt,0.073857929,1.163252175,0.073592534,0.942665224,0.999996286,-4.596113885
