,logFC,AveExpr,t,P.Value,adj.P.Val,B
Bmyc,-0.050216273,3.855542602,-0.020532894,0.983988615,0.999996286,-4.59949729
LOC102553760,-0.041225366,2.956174971,-0.020530144,0.98399076,0.999996286,-4.597827114
LOC102556753,0.051873291,4.301571382,0.020529801,0.983991026,0.999996286,-4.600532367
Msl1,-0.090243285,7.23837647,-0.020524195,0.983995397,0.999996286,-4.604983763
Comt,-0.077500304,6.09812354,-0.020523135,0.983996224,0.999996286,-4.604332896
Piezo2,-0.087769697,6.960362611,-0.020522997,0.983996331,0.999996286,-4.604978748
Trnm,0.061950492,4.715608709,0.020518352,0.983999953,0.999996286,-4.601533585
RGD1307752,-0.067946281,5.314799205,-0.020513507,0.98400373,0.999996286,-4.602931182
Rnf168,0.06288216,4.907128115,0.020513031,0.984004102,0.999996286,-4.601995026
Elp6,-0.046120024,3.62304996,-0.020496582,0.984016927,0.999996286,-4.599005518
LOC103691870,0.026564167,-0.701229247,0.020493657,0.984019207,0.999996286,-4.595516479
Tarbp2,-0.060702884,4.634381033,-0.020491942,0.984020544,0.999996286,-4.60133548
Fam114a2,0.077489886,6.169957333,0.020491078,0.984021218,0.999996286,-4.604427725
Cdc42se1,-0.084836187,6.76586711,-0.020488225,0.984023442,0.999996286,-4.604924485
Dnmt1,-0.095374745,7.674544757,-0.020483678,0.984026988,0.999996286,-4.604870829
LOC682812,0.066795771,5.180498462,0.020478767,0.984030816,0.999996286,-4.602633915
Fam98c,-0.056045599,4.282730592,-0.020478701,0.984030868,0.999996286,-4.600486716
Arpc5,-0.08463076,6.847792532,-0.020467395,0.984039683,0.999996286,-4.604954532
Zfyve26,0.071260578,5.530866698,0.020462403,0.984043575,0.999996286,-4.603377052
RGD1564804,-0.041548929,3.032591693,-0.020452857,0.984051018,0.999996286,-4.597944532
Acbd3,-0.089568416,7.212266529,-0.020451659,0.984051952,0.999996286,-4.604986989
Spn,-0.02245035,-0.325465417,-0.020444345,0.984057654,0.999996286,-4.595591353
Rapgef1,-0.085105761,6.804388319,-0.020432416,0.984066955,0.999996286,-4.604939707
Col11a2,-0.158580876,12.89207294,-0.020429741,0.984069041,0.999996286,-4.600961066
Cenpt,0.059591121,4.587429437,0.020428951,0.984069657,0.999996286,-4.601222044
Hadhb,0.076390979,6.203968254,0.020424307,0.984073277,0.999996286,-4.604469723
R3hcc1l,0.057520904,4.389586712,0.020413227,0.984081917,0.999996286,-4.600743726
Rps4x,0.115122513,9.472206279,0.020411665,0.984083134,0.999996286,-4.603689465
Mef2c,-0.099469115,8.086487789,-0.020410283,0.984084211,0.999996286,-4.604676534
B3galnt2,0.074476624,5.860844278,0.020397758,0.984093977,0.999996286,-4.603972886
Ddx25,0.051650725,3.897272453,0.020396459,0.98409499,0.999996286,-4.599589472
Rnf103,-0.058580121,4.720191719,-0.020369073,0.984116342,0.999996286,-4.60154448
Ccdc59,-0.052227649,3.995574592,-0.020367191,0.98411781,0.999996286,-4.599813653
Tbx2,0.054366732,4.128876259,0.020361818,0.984121999,0.999996286,-4.600122112
Kdm3a,0.082541431,6.456024833,0.020359572,0.98412375,0.999996286,-4.604732829
Atp5b,-0.108724526,8.886815428,-0.02035957,0.984123751,0.999996286,-4.60414677
B4galt4,0.047844953,3.779334299,0.020355659,0.9841268,0.999996286,-4.599331875
Clta,-0.090308402,7.358535158,-0.020352229,0.984129475,0.999996286,-4.604965328
Tada1,0.053469118,4.056646948,0.020331133,0.984145923,0.999996286,-4.599952809
Rpusd4,-0.049032104,3.791879681,-0.020320885,0.984153913,0.999996286,-4.599359243
Ocln,0.019655822,1.118711673,0.020317805,0.984156314,0.999996286,-4.596095804
Cyb5rl,-0.032816046,2.341084158,-0.020304605,0.984166606,0.999996286,-4.597038561
Cacna1h,0.083195853,6.413478684,0.020291241,0.984177026,0.999996286,-4.604694353
Tcap,-0.046451148,3.086113873,-0.020285722,0.984181329,0.999996286,-4.598030081
Fbxl3,0.07276533,5.877639491,0.020279952,0.984185828,0.999996286,-4.604000351
Numbl,-0.083075385,6.874380354,-0.020278145,0.984187237,0.999996286,-4.604961161
Wbp2,-0.081201626,6.553408863,-0.020264794,0.984197646,0.999996286,-4.604807867
Mrpl2,-0.054914886,4.173173652,-0.020256466,0.984204139,0.999996286,-4.600227586
Ankrd10,0.092646053,7.441185744,0.020250651,0.984208672,0.999996286,-4.604946172
9-Sep,-0.07939353,6.396377618,-0.020229464,0.984225192,0.999996286,-4.604678654
Ciao1,0.054000757,4.200297054,0.020225508,0.984228276,0.999996286,-4.600290736
Tab3,0.055524841,4.231105236,0.020219145,0.984233238,0.999996286,-4.600363482
Inadl,0.066226224,5.198403169,0.020203509,0.984245429,0.999996286,-4.602675185
Magi3,0.068632029,5.253393189,0.020203217,0.984245656,0.999996286,-4.602799131
Ddx11,-0.064153553,4.872018083,-0.02020026,0.984247962,0.999996286,-4.601911581
Acsf2,-0.064513482,5.366288788,-0.020199139,0.984248835,0.999996286,-4.603041811
2-Mar,-0.05801819,4.75814986,-0.020181478,0.984262605,0.999996286,-4.601635302
Elp2,0.078067512,6.21615359,0.020180513,0.984263358,0.999996286,-4.604484417
Nup214-2,0.073938666,5.920437775,0.020179184,0.984264394,0.999996286,-4.604070299
Fam188a,-0.056190106,4.417013814,-0.02016818,0.984272974,0.999996286,-4.600809877
Ccdc137,-0.061400356,4.783293663,-0.020164682,0.984275701,0.999996286,-4.601695971
Acbd6,0.064313586,5.079396687,0.020162323,0.98427754,0.999996286,-4.602402856
Suclg2,0.073696498,5.929857439,0.02015922,0.984279959,0.999996286,-4.604085532
Ogfr,-0.076123785,6.118722277,-0.02013993,0.984295,0.999996286,-4.60436194
Tob1,-0.071783237,5.640758479,-0.020099366,0.984326627,0.999996286,-4.603587759
Srsf10,0.092001179,7.521955904,0.020093546,0.984331164,0.999996286,-4.604923906
Rps6kc1,-0.073263985,5.869408559,-0.020089149,0.984334592,0.999996286,-4.603986974
Tulp4,0.084502039,6.858928762,0.020083911,0.984338677,0.999996286,-4.604957701
LOC102555727,0.05695237,4.376260414,0.020081477,0.984340574,0.999996286,-4.600712031
Tmem5,-0.056783555,4.524103934,-0.02008013,0.984341624,0.999996286,-4.60107041
Rnf114,-0.071356924,5.738763603,-0.020079628,0.984342016,0.999996286,-4.603765965
Bmp1,-0.102773765,8.589147323,-0.020069682,0.984349771,0.999996286,-4.604360878
Galnt18,-0.066940497,5.155147408,-0.020067694,0.98435132,0.999996286,-4.602575815
Ndrg4,-0.058176957,4.510554074,-0.020063499,0.984354591,0.999996286,-4.601037263
Stat3,-0.08475467,7.009929081,-0.020058299,0.984358645,0.999996286,-4.604986378
Acy3,-0.046762357,3.500166023,-0.020052009,0.98436355,0.999996286,-4.598761012
Commd2,-0.061914557,4.924915651,-0.020043664,0.984370056,0.999996286,-4.602037074
Arhgap28,-0.069798163,5.747537274,-0.020038994,0.984373697,0.999996286,-4.603781694
Tdrd3,0.060558419,4.847183072,0.020036115,0.984375942,0.999996286,-4.601851075
Brip1,0.045648489,3.4487285,0.020029599,0.984381023,0.999996286,-4.598663519
Dcc,-0.042034719,3.315037947,-0.020022841,0.984386292,0.999996286,-4.598417507
C1galt1c1,-0.057079107,4.415405397,-0.02001946,0.984388928,0.999996286,-4.600806034
Adck4,0.058344422,4.552068973,0.020013528,0.984393553,0.999996286,-4.601137186
Dag1,-0.098624011,8.183463489,-0.019983434,0.984417017,0.999996286,-4.604620968
Acadvl,0.070882048,5.775756085,0.019952878,0.98444084,0.999996286,-4.603832097
Vps4b,0.075758539,6.181598923,0.019929352,0.984459183,0.999996286,-4.604442291
Gas1,0.085738794,7.158187313,0.019924051,0.984463316,0.999996286,-4.604990408
Nap1l1,0.106255409,8.875419682,0.019914741,0.984470575,0.999996286,-4.604155393
Rpl6-ps1,0.095403821,8.062391409,0.019906536,0.984476972,0.999996286,-4.604689778
Mk1,-0.065608925,5.216683691,-0.019885443,0.984493418,0.999996286,-4.60271698
Tbc1d31,0.066779119,5.333955017,0.019873922,0.984502401,0.999996286,-4.602972291
RGD1563713,0.057976364,4.638811981,0.019866003,0.984508576,0.999996286,-4.60134646
Rgl2,-0.067017286,5.442340857,-0.019856865,0.9845157,0.999996286,-4.603201044
Klf3,0.07661795,6.420312391,0.019854529,0.984517522,0.999996286,-4.604700828
Elf4,0.066026241,5.206185894,0.019852773,0.98451889,0.999996286,-4.602693014
Slc24a6,0.050762689,3.803757212,0.019835473,0.984532379,0.999996286,-4.599385379
LOC100910827,0.091001813,7.514467379,0.019835026,0.984532727,0.999996286,-4.604926205
Rpl11,0.102595557,8.658236692,0.019831865,0.984535192,0.999996286,-4.60431272
Mtx1,-0.071392937,5.72768204,-0.019821772,0.984543061,0.999996286,-4.603746194
Fbxo22,0.061285981,4.949585538,0.019820862,0.984543771,0.999996286,-4.602095791
Stau1,-0.082287646,6.891051988,-0.019816686,0.984547027,0.999996286,-4.604965168
Chordc1,-0.065701772,5.288545305,-0.019794301,0.98456448,0.999996286,-4.602874679
Chtop-2,-0.062771292,5.140555098,-0.019785007,0.984571726,0.999996286,-4.602542641
Cops5,-0.06685289,5.412428557,-0.01978427,0.984572301,0.999996286,-4.603140646
Rnf126,0.065179497,5.093757733,0.019782277,0.984573855,0.999996286,-4.602435562
Dnmt3a,-0.096192436,8.065984387,-0.019773597,0.984580623,0.999996286,-4.604687889
Zfand5,0.073463471,6.03095881,0.019772855,0.984581201,0.999996286,-4.604237109
Pamr1,-0.046084221,3.62096611,-0.019763642,0.984588385,0.999996286,-4.599001371
Cep78,-0.053696725,4.345829132,-0.019761279,0.984590227,0.999996286,-4.600639875
RGD1564036,-0.038834269,3.053035723,-0.01975591,0.984594414,0.999996286,-4.597976984
Zc3h3,0.06454463,4.989906867,0.019753319,0.984596433,0.999996286,-4.602191326
Fstl1,-0.110582742,9.436084843,-0.019753282,0.984596463,0.999996286,-4.603719046
Mrfap1,-0.097737574,8.210409207,-0.019747904,0.984600655,0.999996286,-4.60460518
Trpv6,-0.022108434,1.429413937,-0.019742099,0.984605181,0.999996286,-4.596274757
Eif4b,0.099009186,8.406745572,0.019735727,0.984610149,0.999996286,-4.604483127
Ppp6r1,-0.086820217,7.205230788,-0.019722486,0.984620474,0.999996286,-4.604988018
Rrp12,-0.064798816,5.233485127,-0.019709646,0.984630485,0.999996286,-4.602755527
Impdh2,0.089958427,7.635193341,0.019704159,0.984634763,0.999996286,-4.604885954
Adh5,0.068884271,5.742472262,0.019702041,0.984636414,0.999996286,-4.603772744
Hace1,0.057052806,4.638461141,0.019699229,0.984638607,0.999996286,-4.601345647
Dda1,-0.063555295,5.013120333,-0.019697116,0.984640254,0.999996286,-4.602246963
Kcnj14,0.04004958,2.903089399,0.019694341,0.984642418,0.999996286,-4.597748604
Csmd1,0.016841293,0.456870089,0.019678978,0.984654396,0.999996286,-4.595810331
Ublcp1,-0.069728054,5.779379269,-0.019640892,0.984684091,0.999996286,-4.603838494
Tradd,0.038099039,2.807271734,0.019639482,0.984685191,0.999996286,-4.597610986
Tmed2,-0.103393262,8.794195429,-0.019631137,0.984691697,0.999996286,-4.604215501
Zfp758,-0.05810393,4.48529662,-0.019629993,0.984692589,0.999996286,-4.600975585
Mmgt1,-0.061256332,4.907686794,-0.019629498,0.984692975,0.999996286,-4.601996601
LOC498426,0.017241147,0.590152137,0.019623797,0.98469742,0.999996286,-4.59585903
Prkaa1,0.072878384,6.015822929,0.019612661,0.984706102,0.999996286,-4.604215172
Slc22a5,-0.041102061,3.136000076,-0.019609822,0.984708316,0.999996286,-4.598110729
Adat2,0.037337107,2.841148595,0.019609684,0.984708424,0.999996286,-4.59765867
Colec12,-0.084628284,7.270803426,-0.019608021,0.984709721,0.999996286,-4.604980071
Cacna1g,-0.086587597,7.173607917,-0.019603159,0.984713511,0.999996286,-4.604989831
Erp44,0.08208243,6.89537184,0.019602405,0.984714099,0.999996286,-4.604966246
Ywhah,-0.083504902,7.039277001,-0.019598389,0.98471723,0.999996286,-4.604989344
Rpl3,0.110922293,9.529028636,0.019579825,0.984731705,0.999996286,-4.603643541
Rwdd2b,-0.041554844,3.482118416,-0.019575903,0.984734763,0.999996286,-4.598726596
2-Mar,0.052158204,4.198171669,0.019575797,0.984734845,0.999996286,-4.600285909
Pex2,0.05143874,4.042622953,0.019574746,0.984735665,0.999996286,-4.59992058
Lef1,0.06416205,4.844387683,0.019573352,0.984736752,0.999996286,-4.601844435
Hnrnpul2,-0.088609219,7.515346517,-0.019571984,0.984737818,0.999996286,-4.604926068
Ppidl1,-0.072821576,5.933592498,-0.019562242,0.984745414,0.999996286,-4.604091809
LOC100362339,0.097721878,8.302383084,0.019555725,0.984750495,0.999996286,-4.604549475
Nprl3,0.067791888,5.506212387,0.019545202,0.984758699,0.999996286,-4.603328436
Cnot3,-0.077036864,6.448989454,-0.019542586,0.984760739,0.999996286,-4.604727134
Npap60,0.07304275,5.974784622,0.01954247,0.98476083,0.999996286,-4.604155487
Thoc7,0.063518975,5.162632097,0.019537231,0.984764914,0.999996286,-4.60259312
Arhgap33,0.064801329,5.253728695,0.019513523,0.984783399,0.999996286,-4.602800074
Grin2d,0.035393007,2.901797878,0.019493568,0.984798958,0.999996286,-4.597746714
Tgfbr2,-0.095779584,8.259622974,-0.019485579,0.984805187,0.999996286,-4.604576031
Dctn5,-0.064048534,5.22646111,-0.019484297,0.984806187,0.999996286,-4.602739527
Tyk2,-0.061859784,4.962516762,-0.019478622,0.984810612,0.999996286,-4.602126476
Skp1,-0.093167722,7.90163193,-0.019474444,0.984813869,0.999996286,-4.604772842
Gatc,-0.058423273,4.686271433,-0.019471381,0.984816257,0.999996286,-4.601462604
Frmd7,0.042083821,3.309335627,0.019463398,0.984822482,0.999996286,-4.598407519
Col11a1,-0.159875037,13.83926028,-0.019453323,0.984830337,0.999996286,-4.600352246
Bin3,0.047303864,3.693126225,0.019449325,0.984833454,0.999996286,-4.599148955
Ddx39b,-0.102075988,8.687791487,-0.019446927,0.984835324,0.999996286,-4.604291883
Tmem168,0.068596245,5.81315584,0.019444006,0.984837601,0.999996286,-4.603894539
Casz1,-0.018660007,-0.124594067,-0.019427669,0.984850339,0.999996286,-4.595638383
LOC100360508,0.083341504,7.154424301,0.019425569,0.984851976,0.999996286,-4.604990675
Smc6,0.086485832,7.347407853,0.01942413,0.984853098,0.999996286,-4.604967843
Rftn2,-0.084001852,7.171556128,-0.019419803,0.984856472,0.999996286,-4.604990011
Sumo2l,-0.067673226,5.638103579,-0.019413851,0.984861113,0.999996286,-4.603583138
Psmd2,-0.089044053,7.509337761,-0.019405072,0.984867957,0.999996286,-4.604927826
Nop58,0.09054516,7.663560417,0.019404299,0.984868561,0.999996286,-4.604875416
LOC100361756,0.017157325,0.864946833,0.019403683,0.98486904,0.999996286,-4.595972708
Mesdc2,-0.079686786,6.681965019,-0.019395745,0.98487523,0.999996286,-4.604887938
Wtap,0.079081737,6.749723419,0.019378637,0.984888569,0.999996286,-4.604918553
Uqcrh,-0.071689573,5.972760025,-0.0193729,0.984893042,0.999996286,-4.604152619
Foxj2,-0.068731734,5.807492457,-0.019347518,0.984912832,0.999996286,-4.603885223
LOC100912247,-0.048818161,4.136770746,-0.019346815,0.98491338,0.999996286,-4.600141053
Rbmx,-0.077156875,6.652975289,-0.019342835,0.984916484,0.999996286,-4.604872084
Zfp322a,0.063911468,5.261143722,0.019341902,0.984917211,0.999996286,-4.602815963
RGD1309104,0.077903407,6.563458811,0.019335034,0.984922566,0.999996286,-4.604815439
Pold2,-0.061948069,5.107366716,-0.019334738,0.984922797,0.999996286,-4.602466749
Cnn3,0.093971859,8.061971037,0.019332623,0.984924446,0.999996286,-4.604690239
Phc1,0.074916721,6.338910021,0.019326292,0.984929381,0.999996286,-4.604623576
Ndufa6,-0.061825025,5.080111916,-0.019317848,0.984935966,0.999996286,-4.602404738
Mbd6,-0.078367374,6.645578057,-0.019293363,0.984955056,0.999996286,-4.604867726
Rhobtb3,0.085541158,7.288392912,0.019291679,0.984956369,0.999996286,-4.604977644
Mrm1,0.058635184,4.735117525,0.019290702,0.984957131,0.999996286,-4.601580282
Camta2,0.076032155,6.424713361,0.019289313,0.984958214,0.999996286,-4.604705113
Lap3,-0.076026875,6.449887592,-0.019287227,0.984959841,0.999996286,-4.604728007
Siah1,0.06374935,5.337762458,0.019285629,0.984961086,0.999996286,-4.602980647
Zeb1,0.078783349,6.661691406,0.019280368,0.984965188,0.999996286,-4.604877273
Rpusd3,0.052333028,4.168592296,0.019262334,0.98497925,0.999996286,-4.600217001
Lpcat1,-0.072532628,6.284420065,-0.019256879,0.984983503,0.999996286,-4.604565448
Smarca1,0.074154751,6.405710221,0.019251061,0.984988038,0.999996286,-4.604687631
Nbas,-0.074549818,6.329427124,-0.019245614,0.984992286,0.999996286,-4.604614376
Epdr1,0.0594546,4.643382473,0.019242419,0.984994777,0.999996286,-4.601357799
Eef1d,-0.08146333,7.003192414,-0.019241347,0.984995613,0.999996286,-4.604985853
Hltf,0.061732029,5.192035312,0.019241117,0.984995792,0.999996286,-4.602661006
Srpk1,-0.083058385,7.090535392,-0.019239997,0.984996665,0.999996286,-4.60499127
St3gal1,0.073200853,5.978605354,0.019229689,0.985004703,0.999996286,-4.604161143
Asap1,0.083316593,7.150112185,0.019228934,0.985005291,0.999996286,-4.604990822
Glg1,0.099663672,8.705112956,0.019222616,0.985010217,0.999996286,-4.60427969
LOC103693776,0.016867486,0.25778253,0.019216396,0.985015067,0.999996286,-4.59574462
Fam64a,-0.046846613,3.854950369,-0.019214305,0.985016698,0.999996286,-4.599496245
Mpnd,0.063965428,5.448436574,0.019211604,0.985018803,0.999996286,-4.603213374
Ap3m1,-0.070825003,6.003854566,-0.019210106,0.985019971,0.999996286,-4.604197858
Mks1,-0.053815722,4.391337861,-0.019205751,0.985023367,0.999996286,-4.600748211
Impa1,0.06784549,5.663353552,0.019180838,0.985042791,0.999996286,-4.603629671
Rad54b,0.031125668,2.396060941,0.019179668,0.985043703,0.999996286,-4.597098577
Ap3d1,-0.089926489,7.810418288,-0.019175642,0.985046843,0.999996286,-4.604815018
Arhgef40,0.096007995,8.232482279,0.019174419,0.985047796,0.999996286,-4.604592397
Zfp161,-0.047821077,3.853000016,-0.019166375,0.985054068,0.999996286,-4.599491997
Trnau1ap,-0.062494055,5.183700836,-0.019162646,0.985056976,0.999996286,-4.602641736
Eif4g1,0.060569331,5.02804544,0.019153312,0.985064253,0.999996286,-4.602282528
Pts,0.042541219,3.512347667,0.019149913,0.985066904,0.999996286,-4.598784666
Megf8,-0.086109472,7.381096436,-0.019148986,0.985067626,0.999996286,-4.604961457
Sync,0.053202207,4.362002021,0.019146991,0.985069182,0.999996286,-4.600678499
LOC688754,0.062553688,5.193908288,0.019144896,0.985070815,0.999996286,-4.602665319
Selt,0.074006635,6.312413105,0.019143326,0.985072039,0.999996286,-4.604597095
Adamtsl3,0.051371311,4.47175898,0.019142525,0.985072664,0.999996286,-4.600942693
Parp12,0.016921486,1.23212586,0.019127573,0.985084322,0.999996286,-4.596157133
Zfp384,-0.078628076,6.697263788,-0.019110885,0.985097333,0.999996286,-4.604895056
Rpl36,0.042939838,3.506180728,0.019105648,0.985101417,0.999996286,-4.598772745
Ube3b,0.076351665,6.491244231,0.019104985,0.985101934,0.999996286,-4.604763305
Porcn,0.04650646,3.742557729,0.019082579,0.985119403,0.999996286,-4.59925293
Rbm19,-0.05625272,4.578004759,-0.019063148,0.985134554,0.999996286,-4.601199607
Tbk1,0.066827234,5.554849852,0.019055475,0.985140536,0.999996286,-4.603425284
Mettl10,0.04458153,3.648099103,0.019047004,0.985147141,0.999996286,-4.599056639
Rnf181,0.058016697,4.748182643,0.01904488,0.985148797,0.999996286,-4.601611628
Zcchc9,-0.061464309,5.157073776,-0.019039692,0.985152843,0.999996286,-4.602580546
Thrb,-0.068499788,5.736251043,-0.019031866,0.985158944,0.999996286,-4.603761856
LOC100359816,0.0674203,5.818117375,0.019028914,0.985161246,0.999996286,-4.603902894
Aar2,0.061326806,5.12060128,0.019027365,0.985162454,0.999996286,-4.602497195
Dohh,-0.053799291,4.511047813,-0.019027358,0.985162459,0.999996286,-4.601038739
U2af1,-0.081166429,6.999634904,-0.019005548,0.985179465,0.999996286,-4.604985492
Dpy19l3,0.07498845,6.452129036,0.019003241,0.985181263,0.999996286,-4.604730042
Ripk2,0.044603029,3.723275109,0.019003126,0.985181353,0.999996286,-4.599212058
RGD1565002,0.051355884,4.218998749,0.018987877,0.985193243,0.999996286,-4.600335018
Irf2bpl,0.062146754,5.354563749,0.018984018,0.985196251,0.999996286,-4.603016879
Pttg1ip,-0.083373222,7.277359977,-0.018983114,0.985196956,0.999996286,-4.604979503
Gtf2e1,-0.06118841,5.206887761,-0.018982297,0.985197593,0.999996286,-4.602694892
